vendor,language,product_code,product_name,category,brand,description,short_description,product_price,display_price,unit,weight,quantity,tax,image
Zagzoog,EN,FE43X,"Oven Electric 59.7cm, Grill, (4)Functions",Electronics & Digital Products///Electronics,Glem Builtin,"<p><img src=""https://is2or.com/images/products/description_image/07179a98-ceb8-49dc-9eab-0bc07b807afc.jpeg""></p>",,2242,1799,,,5,10,https://zagzoog.com/uploads/project_thumb/258-Zagzoog_image_18.jpg///https://zagzoog.com/uploads/project_thumb/258-Zagzoog_image_19.jpg///https://zagzoog.com/uploads/project_thumb/258-Zagzoog_image_20.jpg///https://zagzoog.com/uploads/project_thumb/258-Zagzoog_image_21.jpg///https://zagzoog.com/uploads/project_thumb/258-Zagzoog_image_22.jpg///https://zagzoog.com/uploads/project_thumb/258-Zagzoog_image_23.jpg///https://zagzoog.com/uploads/project_thumb/258-Zagzoog_image_24.jpg///https://zagzoog.com/uploads/project_thumb/258-Zagzoog_image_25.jpg///https://zagzoog.com/uploads/project_thumb/258-Zagzoog_image_26.jpg
Zagzoog,EN,LT18NBBSIV,"Fridge Top Mount (16.2)Cf, (461)L, Fast&Even Cooling, Inverter",Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/4f304c74-3431-4234-85dd-af57bad40ff6.jpeg""></p>",,5750,2899,,,5,10,https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_10.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_11.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_12.jpg///https://zagzoog.com/uploads/project_thumb/1354-Zagzoog_image_13.jpg
Zagzoog,EN,55UT73006LA,"55"" UHD SmartTV,4K,HDR10,WebOS",Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/742ed792-9687-46fa-8292-5d51b7126ecb.jpeg""></p>",,2530,1898,,,5,10,https://zagzoog.com/uploads/project_thumb/1355-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1355-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1355-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1355-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1355-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1355-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1355-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1355-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1355-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1355-Zagzoog_image_10.jpg
Zagzoog,EN,65UT73006LA,"65"" UHD SmartTV,4K,HDR10,WebOS",Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/57f85ee7-49dd-4f34-9e5a-bed94614160f.jpeg""></p>",,3185,2398,,,5,10,https://zagzoog.com/uploads/project_thumb/1356-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1356-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1356-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1356-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1356-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1356-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1356-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1356-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1356-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1356-Zagzoog_image_10.jpg
Zagzoog,EN,LTT12JWTMRG,"Twin/Top/Load ,(12)Kg/Wash,(8)Kg/Drying",Electronics & Digital Products///Electronics,Hitachi,"<p><img src=""https://is2or.com/images/products/description_image/d87739ed-e061-4cf3-848b-9168a9f3a3ae.jpeg""></p>",,3220,1598,,,5,10,https://zagzoog.com/uploads/project_thumb/1398-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1398-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1398-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1398-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1398-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1398-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1398-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1398-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1398-Zagzoog_image_9.jpg
Zagzoog,EN,WTT1108OW1,"Twin/Top/Load, W/D,(10.5)Kg/W,(8)Kg/D",Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/722b3bdd-0e68-48e3-a11f-c2edc98f47f6.jpeg""></p>",,1840,1249,,,5,10,https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_10.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_11.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_12.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_13.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_16.jpg///https://zagzoog.com/uploads/project_thumb/1414-Zagzoog_image_15.jpg
Zagzoog,EN,XB104210,"Vacuum Cleaner Bagless (1200)W, Capacity (1.3)L",Electronics & Digital Products///Electronics,Philips,"<p><img src=""https://is2or.com/images/products/description_image/533b8eba-80a8-4dac-8548-a09fa9224159.jpeg""></p>",,517,199,,,5,10,https://zagzoog.com/uploads/project_thumb/1418-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1418-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1418-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1418-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1418-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1418-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1418-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1418-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1418-Zagzoog_image_9.jpg
Zagzoog,EN,WTT1210TW1,"Twin/Top/Load, W/D,(12)Kg/W,(10)Kg/D",Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/a4df68c1-f4da-4afb-8192-e24e726b30c8.jpeg""></p>",,1955,1299,,,5,10,https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_10.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_11.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_12.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_15.jpg///https://zagzoog.com/uploads/project_thumb/1382-Zagzoog_image_14.jpg
Zagzoog,EN,WTT1410OM1,"Twin/Top/Load, W/D,(14)Kg/W,(10)Kg/D",Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/19e7d99d-22d7-4d2d-8a00-07a4eea46536.jpeg""></p>",,2070,1449,,,5,10,https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_10.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_11.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_12.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_15.jpg///https://zagzoog.com/uploads/project_thumb/1383-Zagzoog_image_14.jpg
Zagzoog,EN,WTV22HHM1,"Top/Load Washer (22)Kg, P.Clean,Inverter,WiFi",Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/086cfead-ff54-46b0-a95c-c1d08ea292e2.jpeg""></p>",,10120,3898,,,5,10,https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_10.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_11.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_12.jpg///https://zagzoog.com/uploads/project_thumb/1384-Zagzoog_image_13.jpg
Zagzoog,EN,CV945FBK,"Vacuum Cleaner Drum ,(2000)W,Capacity (18)L, 50/60H",Electronics & Digital Products///Electronics,Hitachi,"<p><img src=""https://is2or.com/images/products/description_image/28c5e2a8-6f7e-4a56-9b5b-ccdf4d3bba1b.jpeg""></p>",,1265,448,,,5,10,https://zagzoog.com/uploads/project_thumb/1391-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1391-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1391-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1391-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1391-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1391-Zagzoog_image_6.jpg
Zagzoog,EN,CV980DGB,"Vacuum Cleaner Drum ,(2200)W,Capacity (23)L, 50/60H",Electronics & Digital Products///Electronics,Hitachi,"<p><img src=""https://is2or.com/images/products/description_image/fce52258-1176-466b-a4b9-72be191d821e.jpeg""></p>",,0,0,,,0,10,https://zagzoog.com/uploads/project_thumb/1392-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1392-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1392-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1392-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1392-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1392-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1392-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1392-Zagzoog_image_8.jpg
Zagzoog,EN,CVW1600WR,"Vacuum Cleaner ,(1600)W,Capacity (5)L, 50/60H",Electronics & Digital Products///Electronics,Hitachi,"<p><img src=""https://is2or.com/images/products/description_image/b9cd0ac2-a9fe-49b0-b4a8-276134a81c7b.jpeg""></p>",,0,0,,,0,10,https://zagzoog.com/uploads/project_thumb/1393-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1393-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1393-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1393-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1393-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1393-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1393-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1393-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1393-Zagzoog_image_9.jpg
Zagzoog,EN,PS1105JJWH,"Twin/Top/Load ,(10.5)Kg/Wash,(9)Kg/Drying",Electronics & Digital Products///Electronics,Hitachi,"<p><img src=""https://is2or.com/images/products/description_image/16220d4f-7a1c-4bc0-a13a-5d7c25835417.jpeg""></p>",,3220,1419,,,5,10,https://zagzoog.com/uploads/project_thumb/1394-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1394-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1394-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1394-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1394-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1394-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1394-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1394-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1394-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1394-Zagzoog_image_10.jpg
Zagzoog,EN,RV700PS7K1BSL,"Fridge Top Mount (19.4)Cf,(550)L,Inverter, Dual Fan",Electronics & Digital Products///Electronics,Hitachi,"<p><img src=""https://is2or.com/images/products/description_image/700cad97-962b-4220-8ecd-77fee5f736b1.jpeg""></p>",,7475,3499,,,5,10,https://zagzoog.com/uploads/project_thumb/1395-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1395-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1395-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1395-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1395-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1395-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1395-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1395-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1395-Zagzoog_image_9.jpg
Zagzoog,EN,DFC435FP,"Dishwasher (9) Programs, (14) Set, Inverter, WiFi",Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/d58fde69-f080-4576-8623-98458e4b811f.jpeg""></p>",,0,0,,,0,10,https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_10.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_11.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_14.jpg///https://zagzoog.com/uploads/project_thumb/1402-Zagzoog_image_13.jpg
Zagzoog,EN,DFC513FM,"Dishwasher (9) Programs, (14) Set,Inverter, WiFi",Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/f0883d7e-b057-40a2-bb09-dcf053f364a9.jpeg""></p>",,5060,2799,,,5,10,https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_10.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_11.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_12.jpg///https://zagzoog.com/uploads/project_thumb/1403-Zagzoog_image_13.jpg
Zagzoog,EN,LO182C0,Cool Walll JetCool 18400 Btu,Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/607cd16a-3f19-4ea8-8ff3-9e20ad88214e.jpeg""></p>",,3680,2199,,,5,10,https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_10.jpg///https://zagzoog.com/uploads/project_thumb/1410-Zagzoog_image_11.jpg
Zagzoog,EN,CV950HBK,"Vacuum Cleaner Drum ,(2100)W,Capacity (18)L, 50/60H",Electronics & Digital Products///Electronics,Hitachi,"<p><img src=""https://is2or.com/images/products/description_image/e2d3a35d-01c5-470f-b800-58943a2ef647.jpeg""></p>",,1265,509,,,5,10,https://zagzoog.com/uploads/project_thumb/1409-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1409-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1409-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1409-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1409-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1409-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1409-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1409-Zagzoog_image_8.jpg
Zagzoog,EN,NS242C3,Cool Walll Smart 21500 Btu,Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/3538d1c1-5937-400d-b6cf-faffced38df2.jpeg""></p>",,5922,3179,,,5,10,https://zagzoog.com/uploads/project_thumb/1411-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1411-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1411-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1411-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1411-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1411-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1411-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1411-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1411-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1411-Zagzoog_image_10.jpg
Zagzoog,EN,NS182C2,Cool Walll Smart 18000 Btu,Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/186174ca-8eb3-4e7a-85ea-355af85e54ae.jpeg""></p>",,4772,2599,,,5,10,https://zagzoog.com/uploads/project_thumb/1412-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1412-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1412-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1412-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1412-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1412-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1412-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1412-Zagzoog_image_13.jpg///https://zagzoog.com/uploads/project_thumb/1412-Zagzoog_image_12.jpg///https://zagzoog.com/uploads/project_thumb/1412-Zagzoog_image_10.jpg
Zagzoog,EN,LO242C0,Cool Walll JetCool 22800 Btu,Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/a733c598-cbc2-43b5-955b-49dec7af8b61.jpeg""></p>",,0,0,,,0,10,https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_10.jpg///https://zagzoog.com/uploads/project_thumb/1413-Zagzoog_image_11.jpg
Zagzoog,EN,LO242H0,Hot/Cool Walll JetCool 22500 Btu,Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/95f01d12-5f57-4546-ae8a-b1b039a52cd6.jpeg""></p>",,4715,2919,,,5,10,https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_13.jpg///https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_14.jpg///https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_15.jpg///https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_16.jpg///https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_17.jpg///https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_18.jpg///https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_19.jpg///https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_20.jpg///https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_21.jpg///https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_22.jpg///https://zagzoog.com/uploads/project_thumb/1415-Zagzoog_image_23.jpg
Zagzoog,EN,LO182H0,Hot/Cooll Walll JetCool 18300 Btu,Electronics & Digital Products///Electronics,LG,"<p><img src=""https://is2or.com/images/products/description_image/dc7c4ed6-5a5a-44dc-8561-335a3e779606.jpeg""></p>",,3967,2429,,,5,10,https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_13.jpg///https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_14.jpg///https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_15.jpg///https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_16.jpg///https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_17.jpg///https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_18.jpg///https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_19.jpg///https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_20.jpg///https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_21.jpg///https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_22.jpg///https://zagzoog.com/uploads/project_thumb/1416-Zagzoog_image_23.jpg
Zagzoog,EN,FC935061,"Vacuum Cleaner Bagless (1800)W, Capacity (1.5)L",Electronics & Digital Products///Electronics,Philips,"<p><img src=""https://is2or.com/images/products/description_image/66dabe3a-d652-4bd9-9693-f673dece2306.jpeg""></p>",,655,329,,,5,10,https://zagzoog.com/uploads/project_thumb/1419-Zagzoog_image_1.jpg///https://zagzoog.com/uploads/project_thumb/1419-Zagzoog_image_2.jpg///https://zagzoog.com/uploads/project_thumb/1419-Zagzoog_image_3.jpg///https://zagzoog.com/uploads/project_thumb/1419-Zagzoog_image_4.jpg///https://zagzoog.com/uploads/project_thumb/1419-Zagzoog_image_5.jpg///https://zagzoog.com/uploads/project_thumb/1419-Zagzoog_image_6.jpg///https://zagzoog.com/uploads/project_thumb/1419-Zagzoog_image_7.jpg///https://zagzoog.com/uploads/project_thumb/1419-Zagzoog_image_8.jpg///https://zagzoog.com/uploads/project_thumb/1419-Zagzoog_image_9.jpg///https://zagzoog.com/uploads/project_thumb/1419-Zagzoog_image_10.jpg
