language,product_code,product_name,category,brand,description,short_description,product_price,display_price,unit,weight,quantity,tax,image
ar,DAN-45417,رويال أورانج جبنة إيدام معتدلة ١كغم,Supermarket///Retail///Cheese & Cold Cuts,رويال أورانج,رويال أورانج جبنة إيدام معتدلة ١كغم,Royal Orange Edam Mild Cheese 1kg,72.0,72.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/081/831/product/280501200000.jpg
en,DAN-45414,Danube Goat Cheese 1kg,Supermarket///Retail///Cheese & Cold Cuts,Danube,Danube Goat Cheese 1kg,Danube Goat Cheese 1kg,159.95,159.95 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/080/917/product/280395200000.jpg
ar,DAN-45414,الدانوب جبن ماعز ١كغم,Supermarket///Retail///Cheese & Cold Cuts,الدانوب,الدانوب جبن ماعز ١كغم,Danube Goat Cheese 1kg,159.95,159.95 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/080/917/product/280395200000.jpg
en,DAN-45674,Sony PlayStation 5 BluRay CFI-1216A01Y,Electronics & Digital///Gaming,Sony,Sony PlayStation 5 BluRay CFI-1216A01Y,Sony PlayStation 5 BluRay CFI-1216A01Y,2299.0,2299.0 SAR,piece,6.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/080/020/product/60003135.jpg
ar,DAN-45674,سوني بلايستيشن 5 بلو راي CFI-1216A01Y,Electronics & Digital///Gaming,سوني,سوني بلايستيشن 5 بلو راي CFI-1216A01Y,Sony PlayStation 5 BluRay CFI-1216A01Y,2299.0,2299.0 SAR,piece,6.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/080/020/product/60003135.jpg
en,DAN-49888,Playstation 5 Disc With G.O.W Ragnarok Voucher 337533,Electronics & Digital///Gaming,Playstation,Playstation 5 Disc With G.O.W Ragnarok Voucher 337533,Playstation 5 Disc With G.O.W Ragnarok Voucher 337533,2599.0,2599.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/091/821/product/60548965.png
ar,DAN-49888,بلايستيشن 5 مع قسيمة لعبة G.O.W Ragnarok مجاناً 337533,Electronics & Digital///Gaming,بلايستيشن,بلايستيشن 5 مع قسيمة لعبة G.O.W Ragnarok مجاناً 337533,Playstation 5 Disc With G.O.W Ragnarok Voucher 337533,2599.0,2599.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/091/821/product/60548965.png
en,DAN-47447,Sony PlayStation 5 Slim Digital Edition CFI-2016B01Y,Electronics & Digital///Gaming,Sony,Sony PlayStation 5 Slim Digital Edition CFI-2016B01Y,Sony PlayStation 5 Slim Digital Edition CFI-2016B01Y,2079.0,2079.0 SAR,piece,5.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/086/302/product/60568095.jpg
ar,DAN-47447,سوني بلايستيشن 5 نحيف ديجيتال CFI-2016B01Y,Electronics & Digital///Gaming,سوني,سوني بلايستيشن 5 نحيف ديجيتال CFI-2016B01Y,Sony PlayStation 5 Slim Digital Edition CFI-2016B01Y,2079.0,2079.0 SAR,piece,5.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/086/302/product/60568095.jpg
en,DAN-47446,Sony PlayStation 5 Slim With Blu-Ray Disc CFI-2016A01Y,Electronics & Digital///Gaming,Sony,Sony PlayStation 5 Slim With Blu-Ray Disc CFI-2016A01Y,Sony PlayStation 5 Slim With Blu-Ray Disc CFI-2016A01Y,2299.0,2299.0 SAR,piece,10.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/086/301/product/60568085.jpg
ar,DAN-47446,سوني بلايستيشن 5 نحيف قارئ اقراص CFI-2016A01Y,Electronics & Digital///Gaming,سوني,سوني بلايستيشن 5 نحيف قارئ اقراص CFI-2016A01Y,Sony PlayStation 5 Slim With Blu-Ray Disc CFI-2016A01Y,2299.0,2299.0 SAR,piece,10.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/086/301/product/60568085.jpg
en,DAN-46917,Sony PlayStation 5 with EA Sports FC 24 Game Voucher,Electronics & Digital///Gaming,Sony,Sony PlayStation 5 with EA Sports FC 24 Game Voucher,Sony PlayStation 5 with EA Sports FC 24 Game Voucher,2549.0,2549.0 SAR,piece,6.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/084/412/product/60566675.jpg
ar,DAN-46917,سوني بلاي ستيشن 5 مع قسيمة لعبة EA Sports FC 24,Electronics & Digital///Gaming,سوني,سوني بلاي ستيشن 5 مع قسيمة لعبة EA Sports FC 24,Sony PlayStation 5 with EA Sports FC 24 Game Voucher,2549.0,2549.0 SAR,piece,6.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/084/412/product/60566675.jpg
en,DAN-45675,Sony Playstation 5 Disc With Wireless Pulse 3D Headset CFI-1116A-CFI-Z,Electronics & Digital///Gaming,Sony,Sony Playstation 5 Disc With Wireless Pulse 3D Headset CFI-1116A-CFI-Z,Sony Playstation 5 Disc With Wireless Pulse 3D Headset CFI-1116A-CFI-Z,2749.0,2749.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/080/021/product/60546525.jpg
ar,DAN-45675,سوني بلايستيشن 5 مع سماعة رأس بولس 3 دي CFI-1116A-CFI-Z,Electronics & Digital///Gaming,سوني,سوني بلايستيشن 5 مع سماعة رأس بولس 3 دي CFI-1116A-CFI-Z,Sony Playstation 5 Disc With Wireless Pulse 3D Headset CFI-1116A-CFI-Z,2749.0,2749.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/080/021/product/60546525.jpg
en,DAN-45673,Sony PlayStation 5 Digital with G.O.W Ragnarok Voucher CFI-1216B-GOWVC,Electronics & Digital///Gaming,Sony,Sony PlayStation 5 Digital with G.O.W Ragnarok Voucher CFI-1216B-GOWVC,Sony PlayStation 5 Digital with G.O.W Ragnarok Voucher CFI-1216B-GOWVC,2119.0,2119.0 SAR,piece,6.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/080/019/product/11673295.JPG
ar,DAN-45673,سوني بلايستيشن 5 نسخة الديجيتال مع قسيمة لعبة G.O.W Ragnarok CFI-1216B-GOWVC,Electronics & Digital///Gaming,سوني,سوني بلايستيشن 5 نسخة الديجيتال مع قسيمة لعبة G.O.W Ragnarok CFI-1216B-GOWVC,Sony PlayStation 5 Digital with G.O.W Ragnarok Voucher CFI-1216B-GOWVC,2119.0,2119.0 SAR,piece,6.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/080/019/product/11673295.JPG
en,DAN-50919,Lenovo Tab M10 3rd 4GB 64GB WIFI Folio Case and Film TB328FU,Electronics & Digital///Electronics///Tablets & Accessories,Lenovo,Lenovo Tab M10 3rd 4GB 64GB WIFI Folio Case and Film TB328FU,Lenovo Tab M10 3rd 4GB 64GB WIFI Folio Case and Film TB328FU,649.0,649.0 SAR,piece,1.07,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/094/160/product/60589335.PNG
ar,DAN-50919,لينوفو تاب M10 الجيل الثالث 10 انش رمادي معالج يونيسوك T610 OC 1.8 جيجاهرتز 4GB RAM 64GB واي فاي 5000 mAh بطارية مع حافظة وحماية للشاشة ZAAE0075SA TB328FU,Electronics & Digital///Electronics///Tablets & Accessories,لينوفو,لينوفو تاب M10 الجيل الثالث 10 انش رمادي معالج يونيسوك T610 OC 1.8 جيجاهرتز 4GB RAM 64GB واي فاي 5000 mAh بطارية مع حافظة وحماية للشاشة ZAAE0075SA TB328FU,Lenovo Tab M10 3rd 4GB 64GB WIFI Folio Case and Film TB328FU,649.0,649.0 SAR,piece,1.07,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/094/160/product/60589335.PNG
en,DAN-49218,"Apple iPad 10th Gen, Wi-Fi, 10.9 inch, 64GB,Blue MPQ13AB/A",Electronics & Digital///Electronics///Tablets & Accessories,Apple,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB Blue MPQ13AB/A,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB Blue MPQ13AB/A,2049.0,2049.0 SAR,piece,0.81,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/090/596/product/60566555.jpg
ar,DAN-49218,ابل آيباد الجيل العاشر واي فاي 10.9 بوصة 64 GB أزرق MPQ13AB/A,Electronics & Digital///Electronics///Tablets & Accessories,ابل,ابل آيباد الجيل العاشر واي فاي 10.9 بوصة 64 GB أزرق MPQ13AB/A,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB Blue MPQ13AB/A,2049.0,2049.0 SAR,piece,0.81,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/090/596/product/60566555.jpg
en,DAN-58132,Tecno Megapad 10 128GB Grey T1001GY-128GB,Electronics & Digital///Electronics///Tablets & Accessories,Tecno,Tecno Megapad 10 128GB Grey T1001GY-128GB,Tecno Megapad 10 128GB Grey T1001GY-128GB,549.0,549.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/108/744/product/11718305.png
ar,DAN-58132,تكنو تابلت 10 بوصة T1001GY-128GB,Electronics & Digital///Electronics///Tablets & Accessories,تكنو,تكنو تابلت 10 بوصة T1001GY-128GB,Tecno Megapad 10 128GB Grey T1001GY-128GB,549.0,549.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/108/744/product/11718305.png
en,DAN-50918,Lenovo Tab M9 9inch  3GB RAM 32GB 4G LTE Grey TB310XU,Electronics & Digital///Electronics///Tablets & Accessories,Lenovo,Lenovo Tab M9 9inch  3GB RAM 32GB 4G LTE Grey TB310XU,Lenovo Tab M9 9inch  3GB RAM 32GB 4G LTE Grey TB310XU,599.0,599.0 SAR,piece,0.67,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/094/159/product/60589325.jpg
ar,DAN-50918,لينوفو تاب M9 9 انش رمادي ميديا تيك® G80 OC 2 جيجاهيرتز 4GB RAM 64GB مع خاصية الاتصال الجيل الرابع ال تي اي 5100 mAh بطارية ZAC50103SA اي بشريحتين تاب ام 9 الجيل الرابع ال تي اي TB310XU,Electronics & Digital///Electronics///Tablets & Accessories,لينوفو,لينوفو تاب M9 9 انش رمادي ميديا تيك® G80 OC 2 جيجاهيرتز 4GB RAM 64GB مع خاصية الاتصال الجيل الرابع ال تي اي 5100 mAh بطارية ZAC50103SA اي بشريحتين تاب ام 9 الجيل الرابع ال تي اي TB310XU,Lenovo Tab M9 9inch  3GB RAM 32GB 4G LTE Grey TB310XU,599.0,599.0 SAR,piece,0.67,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/094/159/product/60589325.jpg
en,DAN-49220,"Apple iPad 10th Gen, Wi-Fi, 10.9 inch, 64GB, Pink MPQ33AB/A",Electronics & Digital///Electronics///Tablets & Accessories,Apple,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB  Pink MPQ33AB/A,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB  Pink MPQ33AB/A,2049.0,2049.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/090/598/product/60566575.jpg
ar,DAN-49220,ابل آيباد الجيل العاشر واي فاي 10.9 بوصة 64 GB وردي MPQ33AB/A,Electronics & Digital///Electronics///Tablets & Accessories,ابل,ابل آيباد الجيل العاشر واي فاي 10.9 بوصة 64 GB وردي MPQ33AB/A,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB  Pink MPQ33AB/A,2049.0,2049.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/090/598/product/60566575.jpg
en,DAN-49219,"Apple iPad 10th Gen, Wi-Fi, 10.9 inch, 64GB, Yellow MPQ23AB/A",Electronics & Digital///Electronics///Tablets & Accessories,Apple,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB  Yellow MPQ23AB/A,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB  Yellow MPQ23AB/A,2049.0,2049.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/090/597/product/60566565.jpg
ar,DAN-49219,ابل آيباد الجيل العاشر واي فاي 10.9 بوصة 64 GB أصفر MPQ23AB/A,Electronics & Digital///Electronics///Tablets & Accessories,ابل,ابل آيباد الجيل العاشر واي فاي 10.9 بوصة 64 GB أصفر MPQ23AB/A,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB  Yellow MPQ23AB/A,2049.0,2049.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/090/597/product/60566565.jpg
en,DAN-49217,"Apple iPad 10th Gen, Wi-Fi, 10.9 inch, 64GB,Silver MPQ03AB/A",Electronics & Digital///Electronics///Tablets & Accessories,Apple,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB Silver MPQ03AB/A,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB Silver MPQ03AB/A,2049.0,2049.0 SAR,piece,0.81,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/090/595/product/60566545.jpg
ar,DAN-49217,ابل آيباد الجيل العاشر واي فاي 10.9 بوصة 64 GB فضي MPQ03AB/A,Electronics & Digital///Electronics///Tablets & Accessories,ابل,ابل آيباد الجيل العاشر واي فاي 10.9 بوصة 64 GB فضي MPQ03AB/A,Apple iPad 10th Gen  Wi-Fi  10.9 inch  64GB Silver MPQ03AB/A,2049.0,2049.0 SAR,piece,0.81,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/090/595/product/60566545.jpg
en,DAN-24885,Emdico Tv Stand,Electronics & Digital///Electronics///Television,Emdico,Emdico Tv Stand,Emdico Tv Stand,99.0,99.0 SAR,piece,1.05,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/035/833/product/60465485.jpg
ar,DAN-24885,إمديكو حامل تلفزيون,Electronics & Digital///Electronics///Television,إمديكو,إمديكو حامل تلفزيون,Emdico Tv Stand,99.0,99.0 SAR,piece,1.05,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/035/833/product/60465485.jpg
en,DAN-51567,UGreen 4K HDMI Cable 2M 10129,Electronics & Digital///Electronics///Television,UGreen,UGreen 4K HDMI Cable 2M 10129,UGreen 4K HDMI Cable 2M 10129,49.0,49.0 SAR,piece,0.4,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/095/577/product/60585975.jpg
ar,DAN-51567,يوجرين كابل HDMI بطول 2 متر 4K 10129,Electronics & Digital///Electronics///Television,يوجرين,يوجرين كابل HDMI بطول 2 متر 4K 10129,UGreen 4K HDMI Cable 2M 10129,49.0,49.0 SAR,piece,0.4,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/095/577/product/60585975.jpg
en,DAN-46332,Emdico Tv Wall Bracket 26-60 inches VAN26-63,Electronics & Digital///Electronics///Television,Emdico,Emdico Tv Wall Bracket 26-60 inches VAN26-63,Emdico Tv Wall Bracket 26-60 inches VAN26-63,89.0,89.0 SAR,piece,1.24,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/082/816/product/60465475.jpg
ar,DAN-46332,إمديكو حامل جداري للتلفزيون ٢٦-٦٠ بوصة VAN26-63,Electronics & Digital///Electronics///Television,إمديكو,إمديكو حامل جداري للتلفزيون ٢٦-٦٠ بوصة VAN26-63,Emdico Tv Wall Bracket 26-60 inches VAN26-63,89.0,89.0 SAR,piece,1.24,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/082/816/product/60465475.jpg
en,DAN-46333,Emdico Tv Wall Bracket 42-90 inches EMDICO V-90,Electronics & Digital///Electronics///Television,Emdico,Emdico Tv Wall Bracket 42-90 inches EMDICO V-90,Emdico Tv Wall Bracket 42-90 inches EMDICO V-90,199.0,199.0 SAR,piece,4.05,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/082/817/product/11674225.jpg
ar,DAN-46333,إمديكو حامل جداري للتلفزيون ٤٢-٩٠ بوصة EMDICO V-90,Electronics & Digital///Electronics///Television,إمديكو,إمديكو حامل جداري للتلفزيون ٤٢-٩٠ بوصة EMDICO V-90,Emdico Tv Wall Bracket 42-90 inches EMDICO V-90,199.0,199.0 SAR,piece,4.05,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/082/817/product/11674225.jpg
en,DAN-51568,UGreen 4K HDMI Cable 3M 10130,Electronics & Digital///Electronics///Television,UGreen,UGreen 4K HDMI Cable 3M 10130,UGreen 4K HDMI Cable 3M 10130,59.0,59.0 SAR,piece,0.4,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/095/578/product/60585985.jpg
ar,DAN-51568,يوجرين كابل HDMI بطول 3 متر 4K 10130,Electronics & Digital///Electronics///Television,يوجرين,يوجرين كابل HDMI بطول 3 متر 4K 10130,UGreen 4K HDMI Cable 3M 10130,59.0,59.0 SAR,piece,0.4,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/095/578/product/60585985.jpg
en,DAN-51569,UGreen 4K HDMI Cable Braided 5M 40103,Electronics & Digital///Electronics///Television,UGreen,UGreen 4K HDMI Cable Braided 5M 40103,UGreen 4K HDMI Cable Braided 5M 40103,79.0,79.0 SAR,piece,0.39,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/095/579/product/60585995.jpg
ar,DAN-51569,يوجرين كابل HDMI مضفر بطول 5 متر 4K 40103,Electronics & Digital///Electronics///Television,يوجرين,يوجرين كابل HDMI مضفر بطول 5 متر 4K 40103,UGreen 4K HDMI Cable Braided 5M 40103,79.0,79.0 SAR,piece,0.39,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/095/579/product/60585995.jpg
en,DAN-51542,"Emdico Wall Bracket From Top To Down, Size 32"" To 70"", Load Capacity 75Kg VAN-C55",Electronics & Digital///Electronics///Television,Emdico,"Emdico Wall Bracket From Top To Down  Size 32"" To 70""  Load Capacity 75Kg VAN-C55","Emdico Wall Bracket From Top To Down  Size 32"" To 70""  Load Capacity 75Kg VAN-C55",99.0,99.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/095/552/product/60566895.PNG
ar,DAN-51542,إمديكو ايمديكو حامل تلفزيون مقاس32 إلى 70 انش VAN-C55,Electronics & Digital///Electronics///Television,إمديكو,إمديكو ايمديكو حامل تلفزيون مقاس32 إلى 70 انش VAN-C55,"Emdico Wall Bracket From Top To Down  Size 32"" To 70""  Load Capacity 75Kg VAN-C55",99.0,99.0 SAR,piece,0.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/095/552/product/60566895.PNG
en,DAN-44533,Geepas 43 Inch FHD Smart TV GLED4328SXHD,Electronics & Digital///Electronics///Television,Geepas,Geepas 43 Inch FHD Smart TV GLED4328SXHD,Geepas 43 Inch FHD Smart TV GLED4328SXHD,999.0,999.0 SAR,piece,15.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/095/585/product/60535885.jpg
ar,DAN-44533,جيباس تلفزيون ذكي 43 بوصة GLED4328SXHD,Electronics & Digital///Electronics///Television,جيباس,جيباس تلفزيون ذكي 43 بوصة GLED4328SXHD,Geepas 43 Inch FHD Smart TV GLED4328SXHD,999.0,999.0 SAR,piece,15.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/095/585/product/60535885.jpg
en,DAN-53005,Geepas 55 Inch 4K Android LED TV GLED5508SFHD,Electronics & Digital///Electronics///Television,Geepas,Geepas 55 Inch 4K Android LED TV GLED5508SFHD,Geepas 55 Inch 4K Android LED TV GLED5508SFHD,1699.0,1699.0 SAR,piece,17.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/097/467/product/60591925.JPG
ar,DAN-53005,جيباس تلفزيون ٥٥ بوصة اندرويد GLED5508SFHD,Electronics & Digital///Electronics///Television,جيباس,جيباس تلفزيون ٥٥ بوصة اندرويد GLED5508SFHD,Geepas 55 Inch 4K Android LED TV GLED5508SFHD,1699.0,1699.0 SAR,piece,17.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/097/467/product/60591925.JPG
en,DAN-42200,"Geepas 32"" HD Smart LED TV GLED3202SEHD",Electronics & Digital///Electronics///Television,Geepas,"Geepas 32"" HD Smart LED TV GLED3202SEHD","Geepas 32"" HD Smart LED TV GLED3202SEHD",649.0,649.0 SAR,piece,14.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/089/403/product/60447135.jpg
ar,DAN-42200,جيباس تلفزيون ٣٢ بوصة ذكي GLED3202SEHD,Electronics & Digital///Electronics///Television,جيباس,جيباس تلفزيون ٣٢ بوصة ذكي GLED3202SEHD,"Geepas 32"" HD Smart LED TV GLED3202SEHD",649.0,649.0 SAR,piece,14.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/089/403/product/60447135.jpg
en,DAN-53003,TCL 65 Inch Google TV 4K  65P69B,Electronics & Digital///Electronics///Television,TCL,TCL 65 Inch Google TV 4K  65P69B,TCL 65 Inch Google TV 4K  65P69B,2999.0,2999.0 SAR,piece,20.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/097/465/product/60591015.jpg
ar,DAN-53003,تي سي ال تلفزيون ٦٥ بوصة عالي الدقة 65P69B,Electronics & Digital///Electronics///Television,تي سي ال,تي سي ال تلفزيون ٦٥ بوصة عالي الدقة 65P69B,TCL 65 Inch Google TV 4K  65P69B,2999.0,2999.0 SAR,piece,20.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/097/465/product/60591015.jpg
en,DAN-42198,"Geepas 32"" LED TV GLED3201EHD",Electronics & Digital///Electronics///Television,Geepas,"Geepas 32"" LED TV GLED3201EHD","Geepas 32"" LED TV GLED3201EHD",599.0,599.0 SAR,piece,13.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/089/402/product/60447125.jpg
ar,DAN-42198,جيباس تلفزيون ٣٢ بوصة ليد GLED3201EHD,Electronics & Digital///Electronics///Television,جيباس,جيباس تلفزيون ٣٢ بوصة ليد GLED3201EHD,"Geepas 32"" LED TV GLED3201EHD",599.0,599.0 SAR,piece,13.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/089/402/product/60447125.jpg
en,DAN-53004,TCL 75 Inch Google TV 4K  75P69B,Electronics & Digital///Electronics///Television,TCL,TCL 75 Inch Google TV 4K  75P69B,TCL 75 Inch Google TV 4K  75P69B,4799.0,4799.0 SAR,piece,20.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/097/466/product/60591025.jpg
ar,DAN-53004,تي سي ال تلفزيون ٧٥ بوصة عالي الدقة 75P69B,Electronics & Digital///Electronics///Television,تي سي ال,تي سي ال تلفزيون ٧٥ بوصة عالي الدقة 75P69B,TCL 75 Inch Google TV 4K  75P69B,4799.0,4799.0 SAR,piece,20.0,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/097/466/product/60591025.jpg
en,DAN-46326,Impex 32 Inch HD TV Android 11/Dvbt2 GLORIA 32 SMART,Electronics & Digital///Electronics///Television,Impex,Impex 32 Inch HD TV Android 11/Dvbt2 GLORIA 32 SMART,Impex 32 Inch HD TV Android 11/Dvbt2 GLORIA 32 SMART,699.0,699.0 SAR,piece,6.5,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/082/810/product/60562625.JPG
ar,DAN-46326,امبكس تلفزيون 32 بوصة اتش دي أندرويد 11 GLORIA 32 SMART,Electronics & Digital///Electronics///Television,امبكس,امبكس تلفزيون 32 بوصة اتش دي أندرويد 11 GLORIA 32 SMART,Impex 32 Inch HD TV Android 11/Dvbt2 GLORIA 32 SMART,699.0,699.0 SAR,piece,6.5,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/082/810/product/60562625.JPG
en,DAN-24742,Sony DualSense®5 Wireless Controller White,Electronics & Digital///Gaming///Accessories,Sony,Sony DualSense®5 Wireless Controller White,Sony DualSense®5 Wireless Controller White,369.0,369.0 SAR,piece,0.36,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/053/887/product/60482635.jpg
ar,DAN-24742,سوني يد تحكم لا سلكي أبيض,Electronics & Digital///Gaming///Accessories,سوني,سوني يد تحكم لا سلكي أبيض,Sony DualSense®5 Wireless Controller White,369.0,369.0 SAR,piece,0.36,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/053/887/product/60482635.jpg
en,DAN-32940,Sony DualSense Wireless Controller Red,Electronics & Digital///Gaming///Accessories,Sony,Sony DualSense Wireless Controller Red,Sony DualSense Wireless Controller Red,369.0,369.0 SAR,piece,0.45,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/053/863/product/60499055.jpg
ar,DAN-32940,سوني يد تحكم لا سلكي أحمر,Electronics & Digital///Gaming///Accessories,سوني,سوني يد تحكم لا سلكي أحمر,Sony DualSense Wireless Controller Red,369.0,369.0 SAR,piece,0.45,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/053/863/product/60499055.jpg
en,DAN-24743,Sony PlayStation® 5 HD Camera,Electronics & Digital///Gaming///Accessories,Sony,Sony PlayStation® 5 HD Camera,Sony PlayStation® 5 HD Camera,299.0,299.0 SAR,piece,0.36,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/053/888/product/60482645.jpg
ar,DAN-24743,سوني بلايستيشن ٥ كاميرا اتش دي,Electronics & Digital///Gaming///Accessories,سوني,سوني بلايستيشن ٥ كاميرا اتش دي,Sony PlayStation® 5 HD Camera,299.0,299.0 SAR,piece,0.36,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/053/888/product/60482645.jpg
en,DAN-24745,Sony PlayStation 5 Media Remote,Electronics & Digital///Gaming///Accessories,Sony,Sony PlayStation 5 Media Remote,Sony PlayStation 5 Media Remote,149.0,149.0 SAR,piece,0.36,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/053/891/product/60482665.jpg
ar,DAN-24745,سوني بلايستيشن ٥ جهاز التحكم في الوسائط,Electronics & Digital///Gaming///Accessories,سوني,سوني بلايستيشن ٥ جهاز التحكم في الوسائط,Sony PlayStation 5 Media Remote,149.0,149.0 SAR,piece,0.36,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/053/891/product/60482665.jpg
en,DAN-32943,Sony Wireless Pulse 3D Headset Black,Electronics & Digital///Gaming///Accessories,Sony,Sony Wireless Pulse 3D Headset Black,Sony Wireless Pulse 3D Headset Black,499.0,499.0 SAR,piece,0.45,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/053/866/product/60519385.jpg
ar,DAN-32943,سوني سماعة راس بلوتوث للألعاب لون أسود,Electronics & Digital///Gaming///Accessories,سوني,سوني سماعة راس بلوتوث للألعاب لون أسود,Sony Wireless Pulse 3D Headset Black,499.0,499.0 SAR,piece,0.45,1,0.0,https://d1c124wpoew66.cloudfront.net/spree/images/attachments/000/053/866/product/60519385.jpg
