language,product_code,product_name,category,brand,description,short_description,product_price,display_price,unit,weight,quantity,tax,image
en,11133-2223,Orinex Cloth Non-Woven For Multiple Purposes 20 Pieces,Home & Gardening///Home///Cleaning Products,,,Orinex Cloth Non-Woven For Multiple Purposes,12.75,12.75,piece,,1000,1.91,https://go.farm.com.sa/public/uploads/items/11133/thumbnail_1747159257.webp
en,11131-201,Arix Sponges Scourer 9 PC,Home & Gardening///Home///Cleaning Products,,,Arix Sponges Scourer,16.5,16.5,piece,,20,2.48,https://go.farm.com.sa/public/uploads/items/11131/thumbnail_1747159257.webp
en,11111-223,Orinex Sponges 5 PC,Home & Gardening///Home///Cleaning Products,,,Orinex Sponges,6.6,6.6,piece,,7,0.99,https://go.farm.com.sa/public/uploads/items/11111/thumbnail_1747159257.webp
en,11106-219,Arix Sponges Scourer 10 PC,Home & Gardening///Home///Cleaning Products,,,Arix Sponges Scourer,7.5,7.5,piece,,21,1.13,https://go.farm.com.sa/public/uploads/items/11106/thumbnail_1747159257.webp
en,11090-191,Vileda Scouring Pads 3 PC,Home & Gardening///Home///Cleaning Products,,,Vileda Scouring Pads,9.95,9.95,piece,,24,1.49,https://go.farm.com.sa/public/uploads/items/11090/thumbnail_1747159257.webp
en,18010-219,Barkah Cleaning Sponge 10 PC,Home & Gardening///Home///Cleaning Products,,,Barkah Cleaning Sponge,7.7,7.7,piece,,28,1.16,https://go.farm.com.sa/public/uploads/items/18010/thumbnail_1747159442.webp
en,16338-2517,Tonkita Mop 44 CM,Home & Gardening///Home///Cleaning Products,,,Tonkita Mop,20.95,20.95,piece,,14,3.14,https://go.farm.com.sa/public/uploads/items/16338/thumbnail_1747159257.webp
en,16313-2512,Arix Cleaning Sponge To Clean the Car Piece,Home & Gardening///Home///Cleaning Products,,,Arix Cleaning Sponge To Clean the Car,21.5,21.5,piece,,13,3.23,https://go.farm.com.sa/public/uploads/items/16313/thumbnail_1747159257.webp
en,16319-2348,Orinex Cleaning Sponge For Plates  3 Pieces,Home & Gardening///Home///Cleaning Products,,,Orinex Cleaning Sponge For Plates ,4.5,4.5,piece,,13,0.68,https://go.farm.com.sa/public/uploads/items/16319/thumbnail_1747159257.webp
en,16305-2512,Arix Shovel With a Brush Piece,Home & Gardening///Home///Cleaning Products,,,Arix Shovel With a Brush,19.5,19.5,piece,,55,2.93,https://go.farm.com.sa/public/uploads/items/16305/thumbnail_1747159257.webp
en,11101-375,Orinex Cleaners Sponge Scourer 2 PC,Home & Gardening///Home///Cleaning Products,,,Orinex Cleaners Sponge Scourer,3.25,3.25,piece,,24,0.49,https://go.farm.com.sa/public/uploads/items/11101/thumbnail_1747159257.webp
en,11645-192,Hala Facial  Tissue Double ply 6 PC,Home & Gardening///Home///Cleaning Products,,,Hala Facial  Tissue Double ply,12.95,12.95,piece,,208,1.94,https://go.farm.com.sa/public/uploads/items/11645/thumbnail_1747159105.webp
en,10508-924,Johnsons Facial Cleansing Wipes Daily Essentials Moisturising For Dry Skin 25 Tissues,Home & Gardening///Home///Cleaning Products,,,Johnsons Facial Cleansing Wipes Daily Essentials Moisturising For Dry Skin,35.95,35.95,piece,,35,5.39,https://go.farm.com.sa/public/uploads/items/10508/thumbnail_1747159000.webp
en,11632-3274,Golden Tissue 2 Ply 160s(2+8),Home & Gardening///Home///Cleaning Products,,,Golden Tissue 2 Ply,17.95,17.95,piece,,21,2.69,https://go.farm.com.sa/public/uploads/items/11632/thumbnail_1747159105.webp
en,11656-192,Kleenex Facial Tissue Silk 3 Ply 6 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Facial Tissue Silk 3 Ply,27.95,27.95,piece,,16,4.19,https://go.farm.com.sa/public/uploads/items/11656/thumbnail_1747159105.webp
en,11662-219,Sanita Gipsy Facial Tissue 10 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Gipsy Facial Tissue,17.95,17.95,piece,,16,2.69,https://go.farm.com.sa/public/uploads/items/11662/thumbnail_1747159105.webp
en,11663-1110,Sanita Club Facial Tissue Silk Soft 5+1 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Club Facial Tissue Silk Soft,12.95,12.95,piece,,58,1.94,https://go.farm.com.sa/public/uploads/items/11663/thumbnail_1747159105.webp
en,16601-2236,Smile Facial Tissue Soft  10 Pieces,Home & Gardening///Home///Cleaning Products,,,Smile Facial Tissue Soft ,24.5,24.5,piece,,66,3.68,https://go.farm.com.sa/public/uploads/items/16601/thumbnail_1747159257.webp
en,17924-2871,Al-Nakheel Facial Tissue 150 Pieces × 10 Box,Home & Gardening///Home///Cleaning Products,,,Al-Nakheel Facial Tissue,20.95,20.95,piece,,44,3.14,https://go.farm.com.sa/public/uploads/items/17924/thumbnail_1747159442.webp
en,17930-2713,Softy Facial Tissue 4+2 Free,Home & Gardening///Home///Cleaning Products,,,Softy Facial Tissue,13.95,13.95,piece,,10,2.09,https://go.farm.com.sa/public/uploads/items/17930/thumbnail_1747159442.webp
en,17928-2874,Kleenex Facial Tissue Collections 84 PC × 6 Box,Home & Gardening///Home///Cleaning Products,,,Kleenex Facial Tissue Collections,20.5,20.5,piece,,16,3.08,https://go.farm.com.sa/public/uploads/items/17928/thumbnail_1747159442.webp
en,17269-219,Mouchoir Facial Tissue Soft 2 Ply 10 PC,Home & Gardening///Home///Cleaning Products,,,Mouchoir Facial Tissue Soft 2 Ply,24.95,24.95,piece,,58,3.74,https://go.farm.com.sa/public/uploads/items/17269/thumbnail_1747159105.webp
en,17904-219,Kleenex Facial Tissue 10 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Facial Tissue,22.95,22.95,piece,,41,3.44,https://go.farm.com.sa/public/uploads/items/17904/thumbnail_1747159442.webp
en,18033-381,Al-Nakheel Facial Tissue Soft 2 Ply 150 PC,Home & Gardening///Home///Cleaning Products,,,Al-Nakheel Facial Tissue Soft 2 Ply,3.5,3.5,piece,,444,0.53,https://go.farm.com.sa/public/uploads/items/18033/thumbnail_1747159442.webp
en,11662-219,Sanita Gipsy Facial Tissue 10 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Gipsy Facial Tissue,17.95,17.95,piece,,16,2.69,https://go.farm.com.sa/public/uploads/items/11662/thumbnail_1747159105.webp
en,11656-192,Kleenex Facial Tissue Silk 3 Ply 6 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Facial Tissue Silk 3 Ply,27.95,27.95,piece,,16,4.19,https://go.farm.com.sa/public/uploads/items/11656/thumbnail_1747159105.webp
en,11632-3274,Golden Tissue 2 Ply 160s(2+8),Home & Gardening///Home///Cleaning Products,,,Golden Tissue 2 Ply,17.95,17.95,piece,,21,2.69,https://go.farm.com.sa/public/uploads/items/11632/thumbnail_1747159105.webp
en,10508-924,Johnsons Facial Cleansing Wipes Daily Essentials Moisturising For Dry Skin 25 Tissues,Home & Gardening///Home///Cleaning Products,,,Johnsons Facial Cleansing Wipes Daily Essentials Moisturising For Dry Skin,35.95,35.95,piece,,35,5.39,https://go.farm.com.sa/public/uploads/items/10508/thumbnail_1747159000.webp
en,18755-192,Kleenex Tissue Roll Viva Ultra Absorbent 6 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Tissue Roll Viva Ultra Absorbent,14.5,14.5,piece,,25,2.18,https://go.farm.com.sa/public/uploads/items/18755/thumbnail_1747159442.webp
en,18270-1127,FARM MAXI ROLL TISSUE 300 M,Home & Gardening///Home///Cleaning Products,,,FARM MAXI ROLL TISSUE,13.95,13.95,piece,,661,2.09,https://go.farm.com.sa/public/uploads/items/18270/thumbnail_1747159442.webp
en,17962-2885,Uno Tissue Roll 500 M × 2,Home & Gardening///Home///Cleaning Products,,,Uno Tissue Roll,16.95,16.95,piece,,55,2.54,https://go.farm.com.sa/public/uploads/items/17962/thumbnail_1747159442.webp
en,16642-2621,Sanita Tissue Roll Club  300+50M,Home & Gardening///Home///Cleaning Products,,,Sanita Tissue Roll Club ,23.5,23.5,piece,,240,3.53,https://go.farm.com.sa/public/uploads/items/16642/thumbnail_1747159257.webp
en,16726-2649,Uno Plus Tissue Roll Mega Roll  350 M,Home & Gardening///Home///Cleaning Products,,,Uno Plus Tissue Roll Mega Roll ,25.5,25.5,piece,,145,3.83,https://go.farm.com.sa/public/uploads/items/16726/thumbnail_1747159257.webp
en,16590-2594,Golden Tissue Roll  300 M,Home & Gardening///Home///Cleaning Products,,,Golden Tissue Roll ,9.95,9.95,piece,,327,1.49,https://go.farm.com.sa/public/uploads/items/16590/thumbnail_1747159257.webp
en,11736-1127,Mouchoir Tissue Roll Maxi Roll 300 M,Home & Gardening///Home///Cleaning Products,,,Mouchoir Tissue Roll Maxi Roll,12.95,12.95,piece,,170,1.94,https://go.farm.com.sa/public/uploads/items/11736/thumbnail_1747159105.webp
en,11738-1076,Sanita Tissue Roll Gi Poy 1 Roll,Home & Gardening///Home///Cleaning Products,,,Sanita Tissue Roll Gi Poy,13.95,13.95,piece,,31,2.09,https://go.farm.com.sa/public/uploads/items/11738/thumbnail_1747159105.webp
en,11727-1127,Uno Plus Tissue Roll Multi Purpose 300 M,Home & Gardening///Home///Cleaning Products,,,Uno Plus Tissue Roll Multi Purpose,21.5,21.5,piece,,146,3.23,https://go.farm.com.sa/public/uploads/items/11727/thumbnail_1747159105.webp
en,11726-1130,Uno Plus Tissue Roll Highly Absorbent 2 Roll,Home & Gardening///Home///Cleaning Products,,,Uno Plus Tissue Roll Highly Absorbent,23.95,23.95,piece,,22,3.59,https://go.farm.com.sa/public/uploads/items/11726/thumbnail_1747159105.webp
en,11713-1108,Kleenex Tissue Roll Extra Dry 12 Roll,Home & Gardening///Home///Cleaning Products,,,Kleenex Tissue Roll Extra Dry,30.75,30.75,piece,,41,4.61,https://go.farm.com.sa/public/uploads/items/11713/thumbnail_1747159105.webp
en,11712-240,Kleenex Tissue Roll Extra Dry 20 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Tissue Roll Extra Dry,32.95,32.95,piece,,25,4.94,https://go.farm.com.sa/public/uploads/items/11712/thumbnail_1747159105.webp
en,11710-169,Sanita Bouquet Tissue Roll 8 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Bouquet Tissue Roll,19.95,19.95,piece,,10,2.99,https://go.farm.com.sa/public/uploads/items/11710/thumbnail_1747159105.webp
en,11684-190,Kleenex Viva Tissue Roll Ultra Absorbent 2 Ply 4 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Viva Tissue Roll Ultra Absorbent 2 Ply,16.95,16.95,piece,,53,2.54,https://go.farm.com.sa/public/uploads/items/11684/thumbnail_1747159105.webp
en,11681-1119,Sanita Bouquet Tissue Roll 2 Rolls + 1 Free,Home & Gardening///Home///Cleaning Products,,,Sanita Bouquet Tissue Roll,21.5,21.5,piece,,70,3.23,https://go.farm.com.sa/public/uploads/items/11681/thumbnail_1747159105.webp
en,11695-1123,Sanita Bouquet Tissue Roll 3 Rolls + 1 Free,Home & Gardening///Home///Cleaning Products,,,Sanita Bouquet Tissue Roll,19.95,19.95,piece,,22,2.99,https://go.farm.com.sa/public/uploads/items/11695/thumbnail_1747159105.webp
en,11698-219,Sanita Club Toilet Tissue  White 10 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Club Toilet Tissue  White,20.95,20.95,piece,,24,3.14,https://go.farm.com.sa/public/uploads/items/11698/thumbnail_1747159105.webp
en,17929-1128,Softy Tissue Roll Mega Roll 350 M,Home & Gardening///Home///Cleaning Products,,,Softy Tissue Roll Mega Roll,22.5,22.5,piece,,32,3.38,https://go.farm.com.sa/public/uploads/items/17929/thumbnail_1747159442.webp
en,17277-2742,Mouchoir Tissue Roll 9 + 3 Free,Home & Gardening///Home///Cleaning Products,,,Mouchoir Tissue Roll,16.5,16.5,piece,,9,2.48,https://go.farm.com.sa/public/uploads/items/17277/thumbnail_1747159105.webp
en,11739-1130,Sanita Tissue Roll Club 2 Roll,Home & Gardening///Home///Cleaning Products,,,Sanita Tissue Roll Club,20.95,20.95,piece,,12,3.14,https://go.farm.com.sa/public/uploads/items/11739/thumbnail_1747159105.webp
en,11735-1130,Fine Tissue Roll Perforated 2 Roll,Home & Gardening///Home///Cleaning Products,,,Fine Tissue Roll Perforated,24.95,24.95,piece,,40,3.74,https://go.farm.com.sa/public/uploads/items/11735/thumbnail_1747159105.webp
en,11733-1076,Maog Tissue Roll Maxi Roll Strong Towels Highly Absorbent 1 Roll,Home & Gardening///Home///Cleaning Products,,,Maog Tissue Roll Maxi Roll Strong Towels Highly Absorbent,18.95,18.95,piece,,245,2.84,https://go.farm.com.sa/public/uploads/items/11733/thumbnail_1747159105.webp
en,18756-226,Softy Toilet Paper 12 PC,Home & Gardening///Home///Cleaning Products,,,Softy Toilet Paper,21.95,21.95,piece,,6,3.29,https://go.farm.com.sa/public/uploads/items/18756/thumbnail_1747159442.webp
en,17335-240,Mouchoir Toilet Tissue Roll 20 PC,Home & Gardening///Home///Cleaning Products,,,Mouchoir Toilet Tissue Roll,38.95,38.95,piece,,17,5.84,https://go.farm.com.sa/public/uploads/items/17335/thumbnail_1747159105.webp
en,11708-1108,Fine Tissue Roll Extra Soft For the Toilet 12 Roll,Home & Gardening///Home///Cleaning Products,,,Fine Tissue Roll Extra Soft For the Toilet,21.95,21.95,piece,,22,3.29,https://go.farm.com.sa/public/uploads/items/11708/thumbnail_1747159105.webp
en,17529-190,Fine Kitchen Paper Towels 3 Ply 4 PC,Home & Gardening///Home///Cleaning Products,,,Fine Kitchen Paper Towels 3 Ply,22.5,22.5,piece,,35,3.38,https://go.farm.com.sa/public/uploads/items/17529/thumbnail_1747159105.webp
en,11729-1076,Kleenex Kitchen Paper Towels 1 Roll,Home & Gardening///Home///Cleaning Products,,,Kleenex Kitchen Paper Towels,24.25,24.25,piece,,174,3.64,https://go.farm.com.sa/public/uploads/items/11729/thumbnail_1747159105.webp
en,11732-1130,Kleenex Kitchen Paper Towels Value Pack 2 Roll,Home & Gardening///Home///Cleaning Products,,,Kleenex Kitchen Paper Towels Value Pack,22.95,22.95,piece,,60,3.44,https://go.farm.com.sa/public/uploads/items/11732/thumbnail_1747159105.webp
en,11734-1076,Sanita Kitchen Paper Towels Gipsy 1 Roll,Home & Gardening///Home///Cleaning Products,,,Sanita Kitchen Paper Towels Gipsy,20.5,20.5,piece,,142,3.08,https://go.farm.com.sa/public/uploads/items/11734/thumbnail_1747159105.webp
en,11719-1076,Sanita Bouquet Kitchen Paper Towels Maxi 2 Plyٍٍ 1 Roll,Home & Gardening///Home///Cleaning Products,,,Sanita Bouquet Kitchen Paper Towels Maxi 2 Plyٍٍ,22.95,22.95,piece,,31,3.44,https://go.farm.com.sa/public/uploads/items/11719/thumbnail_1747159105.webp
en,11679-1117,Uno Plus Kitchen Paper Towels Highly Absorbent 6 Rolls +2 Free,Home & Gardening///Home///Cleaning Products,,,Uno Plus Kitchen Paper Towels Highly Absorbent,23.5,23.5,piece,,509,3.53,https://go.farm.com.sa/public/uploads/items/11679/thumbnail_1747159105.webp
en,11678-1116,Uno Kitchen Paper Towels 300 PC X 3 Rolls,Home & Gardening///Home///Cleaning Products,,,Uno Kitchen Paper Towels,17.5,17.5,piece,,46,2.63,https://go.farm.com.sa/public/uploads/items/11678/thumbnail_1747159105.webp
en,11680-219,Sanita Club Kitchen Paper Towels 10 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Club Kitchen Paper Towels,16.5,16.5,piece,,48,2.48,https://go.farm.com.sa/public/uploads/items/11680/thumbnail_1747159105.webp
en,11687-169,Hala Kitchen Paper Towels Nested & Embossed 8 PC,Home & Gardening///Home///Cleaning Products,,,Hala Kitchen Paper Towels Nested & Embossed,14.5,14.5,piece,,24,2.18,https://go.farm.com.sa/public/uploads/items/11687/thumbnail_1747159105.webp
en,11688-1120,Uno Plus Kitchen Paper Towels Very Absorbent 10 Rolls + 2 Free,Home & Gardening///Home///Cleaning Products,,,Uno Plus Kitchen Paper Towels Very Absorbent,16.95,16.95,piece,,35,2.54,https://go.farm.com.sa/public/uploads/items/11688/thumbnail_1747159105.webp
en,11691-192,Sanita Club Kitchen Towel 6 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Club Kitchen Towel,10.95,10.95,piece,,9,1.64,https://go.farm.com.sa/public/uploads/items/11691/thumbnail_1747159105.webp
en,11693-190,Kleenex Viva Kitchen Paper Towels 4 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Viva Kitchen Paper Towels,16.95,16.95,piece,,61,2.54,https://go.farm.com.sa/public/uploads/items/11693/thumbnail_1747159105.webp
en,13782-1835,Fine Kitchen Paper Towels More Absorbent 10+2 Free,Home & Gardening///Home///Cleaning Products,,,Fine Kitchen Paper Towels More Absorbent,29.5,29.5,piece,,20,4.43,https://go.farm.com.sa/public/uploads/items/13782/thumbnail_1747159105.webp
en,16539-2324,Fine Kitchen Paper Towels  8 Pieces,Home & Gardening///Home///Cleaning Products,,,Fine Kitchen Paper Towels ,40.75,40.75,piece,,6,6.11,https://go.farm.com.sa/public/uploads/items/16539/thumbnail_1747159257.webp
en,26573-2885,MOUCHOIR HIGH ABSORBENT MEGA ROLL MAXI ROLL PERFORATED 500 M × 2,Home & Gardening///Home///Cleaning Products,,,MOUCHOIR HIGH ABSORBENT MEGA ROLL MAXI ROLL PERFORATED,32.95,32.95,piece,,7,4.94,https://go.farm.com.sa/public/uploads/items/26573/thumbnail_1750929713.webp
en,18094-365,Dettol Sterile Wipes Multi Surface Cleaning With Lemon 36 PC,Home & Gardening///Home///Cleaning Products,,,Dettol Sterile Wipes Multi Surface Cleaning With Lemon,39.95,39.95,piece,,9,5.99,https://go.farm.com.sa/public/uploads/items/18094/thumbnail_1747159442.webp
en,18095-365,Dettol Sterile Wipes To Disinfecting Surfaces 36 PC,Home & Gardening///Home///Cleaning Products,,,Dettol Sterile Wipes To Disinfecting Surfaces,39.95,39.95,piece,,10,5.99,https://go.farm.com.sa/public/uploads/items/18095/thumbnail_1747159442.webp
en,17932-242,Sanita Napkin 40×40 Cm 2 Ply 30 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Napkin 40×40 Cm 2 Ply,7.75,7.75,piece,,52,1.16,https://go.farm.com.sa/public/uploads/items/17932/thumbnail_1747159442.webp
en,17155-219,Kleenex Tissue 10 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Tissue,33.95,33.95,piece,,102,5.09,https://go.farm.com.sa/public/uploads/items/17155/thumbnail_1747159105.webp
en,16602-2603,Fine Sterile Wipes Classic  4+2 Free,Home & Gardening///Home///Cleaning Products,,,Fine Sterile Wipes Classic ,12.95,12.95,piece,,21,1.94,https://go.farm.com.sa/public/uploads/items/16602/thumbnail_1747159257.webp
en,16093-2223,Dettol Sterile Wipes Fresh  20 Pieces,Home & Gardening///Home///Cleaning Products,,,Dettol Sterile Wipes Fresh ,20.95,20.95,piece,,37,3.14,https://go.farm.com.sa/public/uploads/items/16093/thumbnail_1747159257.webp
en,11707-191,Kleenex Tissue Classique 2 Ply 3 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Tissue Classique 2 Ply,23.95,23.95,piece,,11,3.59,https://go.farm.com.sa/public/uploads/items/11707/thumbnail_1747159105.webp
en,11690-1835,Kleenex Viva Tissue Multi Purpose 10+2 Free,Home & Gardening///Home///Cleaning Products,,,Kleenex Viva Tissue Multi Purpose,29.75,29.75,piece,,25,4.46,https://go.farm.com.sa/public/uploads/items/11690/thumbnail_1747159105.webp
en,11702-1108,Kleenex Toilet Tissue Dry Soft 12 Roll,Home & Gardening///Home///Cleaning Products,,,Kleenex Toilet Tissue Dry Soft,29.95,29.95,piece,,17,4.49,https://go.farm.com.sa/public/uploads/items/11702/thumbnail_1747159105.webp
en,11666-219,Softi Tissue 10 PC,Home & Gardening///Home///Cleaning Products,,,Softi Tissue,15.95,15.95,piece,,64,2.39,https://go.farm.com.sa/public/uploads/items/11666/thumbnail_1747159105.webp
en,10536-974,Dettol Sterile Wipes Cool 10 Tissues,Home & Gardening///Home///Cleaning Products,,,Dettol Sterile Wipes Cool,15.95,15.95,piece,,15,2.39,https://go.farm.com.sa/public/uploads/items/10536/thumbnail_1747159000.webp
en,10535-971,Dettol Sterile Wipes Fresh 40 Tissues,Home & Gardening///Home///Cleaning Products,,,Dettol Sterile Wipes Fresh,51.95,51.95,piece,,10,7.79,https://go.farm.com.sa/public/uploads/items/10535/thumbnail_1747159000.webp
en,10534-971,Dettol Sterile Wipes Skin Care 40 Tissues,Home & Gardening///Home///Cleaning Products,,,Dettol Sterile Wipes Skin Care,51.95,51.95,piece,,14,7.79,https://go.farm.com.sa/public/uploads/items/10534/thumbnail_1747159000.webp
en,10522-974,Dettol Sterile Wipes Skin Care 10 Tissues,Home & Gardening///Home///Cleaning Products,,,Dettol Sterile Wipes Skin Care,15.95,15.95,piece,,72,2.39,https://go.farm.com.sa/public/uploads/items/10522/thumbnail_1747159000.webp
en,10511-971,Dettol Sterile Wipes Original 40 Tissues,Home & Gardening///Home///Cleaning Products,,,Dettol Sterile Wipes Original,51.95,51.95,piece,,10,7.79,https://go.farm.com.sa/public/uploads/items/10511/thumbnail_1747159000.webp
en,17931-2875,Duni Napkin 33 Cm × 33 Cm 125 PC,Home & Gardening///Home///Cleaning Products,,,Duni Napkin 33 Cm × 33 Cm,15.95,15.95,piece,,7,2.39,https://go.farm.com.sa/public/uploads/items/17931/thumbnail_1747159442.webp
en,17913-291,Kleenex Tissue Classique 2 Ply 100 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Tissue Classique 2 Ply,4.25,4.25,piece,,424,0.64,https://go.farm.com.sa/public/uploads/items/17913/thumbnail_1747159442.webp
en,17139-2724,Fine Sterile Fluffy 150 Napkins X 12 Packs,Home & Gardening///Home///Cleaning Products,,,Fine Sterile Fluffy,33.95,33.95,piece,,10,5.09,https://go.farm.com.sa/public/uploads/items/17139/thumbnail_1747159105.webp
en,16529-2216,Sanita Bouquet Napkin  25 Pieces,Home & Gardening///Home///Cleaning Products,,,Sanita Bouquet Napkin ,17.25,17.25,piece,,38,2.59,https://go.farm.com.sa/public/uploads/items/16529/thumbnail_1747159257.webp
en,16098-2455,Cool & Cool Sterile Wipes For Travelling & Trips  30 Pieces × 3,Home & Gardening///Home///Cleaning Products,,,Cool & Cool Sterile Wipes For Travelling & Trips ,14.95,14.95,piece,,12,2.24,https://go.farm.com.sa/public/uploads/items/16098/thumbnail_1747159257.webp
en,16087-2432,Cool & Cool Sterile Wipes Max Fresh  30 Pieces,Home & Gardening///Home///Cleaning Products,,,Cool & Cool Sterile Wipes Max Fresh ,12.95,12.95,piece,,58,1.94,https://go.farm.com.sa/public/uploads/items/16087/thumbnail_1747159257.webp
en,11703-240,Kleenex Toilet Tissue Dry Soft 2 Ply 20 PC,Home & Gardening///Home///Cleaning Products,,,Kleenex Toilet Tissue Dry Soft 2 Ply,32.95,32.95,piece,,33,4.94,https://go.farm.com.sa/public/uploads/items/11703/thumbnail_1747159105.webp
en,13886-1859,Kleenex Tissue Cotton Care 2 Ply 5+1 90 Pieces × 6,Home & Gardening///Home///Cleaning Products,,,Kleenex Tissue Cotton Care 2 Ply 5+1,24.5,24.5,piece,,70,3.68,https://go.farm.com.sa/public/uploads/items/13886/thumbnail_1747159563.webp
en,11718-295,Sanita Bouquet Napkin 25 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Bouquet Napkin,14.75,14.75,piece,,33,2.21,https://go.farm.com.sa/public/uploads/items/11718/thumbnail_1747159105.webp
en,11715-1124,Duni Napkin White 40x40 CM 12 PC,Home & Gardening///Home///Cleaning Products,,,Duni Napkin White,24.95,24.95,piece,,9,3.74,https://go.farm.com.sa/public/uploads/items/11715/thumbnail_1747159105.webp
en,11697-226,Mouchoir Toilet Tissue Super Finesse 12 PC,Home & Gardening///Home///Cleaning Products,,,Mouchoir Toilet Tissue Super Finesse,16.95,16.95,piece,,6,2.54,https://go.farm.com.sa/public/uploads/items/11697/thumbnail_1751807817.webp
en,10521-974,Dettol Sterile Wipes Fresh 10 Tissues,Home & Gardening///Home///Cleaning Products,,,Dettol Sterile Wipes Fresh,15.95,15.95,piece,,74,2.39,https://go.farm.com.sa/public/uploads/items/10521/thumbnail_1747159000.webp
en,10512-972,Dettol Sterile Wipes Original 80 Tissues,Home & Gardening///Home///Cleaning Products,,,Dettol Sterile Wipes Original,89.95,89.95,piece,,18,13.49,https://go.farm.com.sa/public/uploads/items/10512/thumbnail_1747159000.webp
en,1781-381,Fine Sterile Wipes Fluffy 150 PC,Home & Gardening///Home///Cleaning Products,,,Fine Sterile Wipes Fluffy,3.6,3.6,piece,,104,0.54,https://go.farm.com.sa/public/uploads/items/1781/thumbnail_1747159105.webp
en,1781-1111,Fine Sterile Wipes Fluffy 10 x 150 PC,Home & Gardening///Home///Cleaning Products,,,Fine Sterile Wipes Fluffy,33.95,33.95,piece,,10,5.09,https://go.farm.com.sa/public/uploads/items/1781/thumbnail_1747159105.webp
en,11457-295,Shiraa Trash Bags Tie Bag 30 Gallon 25 PC,Home & Gardening///Home///Cleaning Products,,,Shiraa Trash Bags Tie Bag 30 Gallon,22.5,22.5,piece,,14,3.38,https://go.farm.com.sa/public/uploads/items/11457/thumbnail_1747159105.webp
en,11456-295,Shiraa Trash Bags Tie Bag 50 Gallons 25 PC,Home & Gardening///Home///Cleaning Products,,,Shiraa Trash Bags Tie Bag 50 Gallons,24.25,24.25,piece,,27,3.64,https://go.farm.com.sa/public/uploads/items/11456/thumbnail_1747159105.webp
en,18741-295,Shiraa Trash Bags Big 55 Gallons 25 PC,Home & Gardening///Home///Cleaning Products,,,Shiraa Trash Bags Big 55 Gallons,28.5,28.5,piece,,21,4.28,https://go.farm.com.sa/public/uploads/items/18741/thumbnail_1747159442.webp
en,18740-296,Shiraa Trash Bag 50 Gallon 50 PC,Home & Gardening///Home///Cleaning Products,,,Shiraa Trash Bag 50 Gallon,28.5,28.5,piece,,23,4.28,https://go.farm.com.sa/public/uploads/items/18740/thumbnail_1747159442.webp
en,11455-295,Shiraa Trash Bags 50 Gallons 25 PC,Home & Gardening///Home///Cleaning Products,,,Shiraa Trash Bags 50 Gallons,25.5,25.5,piece,,45,3.83,https://go.farm.com.sa/public/uploads/items/11455/thumbnail_1747159105.webp
en,11432-242,Sanita Table Cover Fashion Perforated 30 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Table Cover Fashion Perforated,24.95,24.95,piece,,999,3.74,https://go.farm.com.sa/public/uploads/items/11432/thumbnail_1747159105.webp
en,11432-1796,Sanita Table Cover Fashion Perforated PC 34,Home & Gardening///Home///Cleaning Products,,,Sanita Table Cover Fashion Perforated,18.95,18.95,piece,,42,2.84,https://go.farm.com.sa/public/uploads/items/11432/thumbnail_1747159105.webp
en,11494-366,Sanita Trash Bags With Tie Fresh Scent X Large 55 Gallon 15 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Trash Bags With Tie Fresh Scent X Large 55 Gallon,28.95,28.95,piece,,336,4.34,https://go.farm.com.sa/public/uploads/items/11494/thumbnail_1747159105.webp
en,11489-295,Sanita Trash Bags With Tie Large 50 Gallons 25 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Trash Bags With Tie Large 50 Gallons,27.95,27.95,piece,,23,4.19,https://go.farm.com.sa/public/uploads/items/11489/thumbnail_1747159105.webp
en,11473-240,Sanita Club Trash Bags Medium 30 Gallons 20 PC,Home & Gardening///Home///Cleaning Products,,,Sanita Club Trash Bags Medium 30 Gallons,14.95,14.95,piece,,70,2.24,https://go.farm.com.sa/public/uploads/items/11473/thumbnail_1747159105.webp
