language,product_code,product_name,category,brand,description,short_description,product_price,display_price,unit,weight,quantity,tax,image
en,22543-37,Chios Gardens Nfc Orange Juice Bits 1 L,Supermarket///Retail///Beverages,,,Chios Gardens Nfc Orange Juice Bits,14.95,14.95,piece,,90,2.24,https://go.farm.com.sa/public/uploads/items/22543/thumbnail_1747159631.webp
en,22545-37,Chios Gardens Nfc Mandarin Juice 1 L,Supermarket///Retail///Beverages,,,Chios Gardens Nfc Mandarin Juice,14.95,14.95,piece,,70,2.24,https://go.farm.com.sa/public/uploads/items/22545/thumbnail_1747159631.webp
en,22677-1194,IT'S WATER 330 ML × 18,Supermarket///Retail///Beverages,,,IT'S WATER,32.95,32.95,piece,,8,4.94,https://go.farm.com.sa/public/uploads/items/22677/thumbnail_1747159631.webp
en,14789-1874,Original Juice Orange  125 ML × 18,Supermarket///Retail///Beverages,,,Original Juice Orange,17.95,17.95,piece,,22,2.69,https://go.farm.com.sa/public/uploads/items/14789/thumbnail_1747159000.webp
en,23026-45,Dunkin Donut Iced Coffee Cappuccino 300 ML,Supermarket///Retail///Beverages,,,Dunkin Donut Iced Coffee Cappuccino,9.95,9.95,piece,,37,1.49,https://go.farm.com.sa/public/uploads/items/23026/thumbnail_1747159000.webp
en,23036-1946,RED BULL DRINK .FREE  250 ML,Supermarket///Retail///Beverages,,,RED BULL DRINK .FREE,10.95,10.95,piece,,1983,1.64,https://go.farm.com.sa/public/uploads/items/23036/thumbnail_1747159000.webp
en,22829-38,Red Bull Energy Drink 250 ML,Supermarket///Retail///Beverages,,,Red Bull Energy Drink,10.95,10.95,piece,,6422,1.64,https://go.farm.com.sa/public/uploads/items/22829/thumbnail_1747159631.webp
en,23037-2244,Red Bull Energy Drink 250 ML × 4,Supermarket///Retail///Beverages,,,Red Bull Energy Drink,41.5,41.5,piece,,1000,6.23,https://go.farm.com.sa/public/uploads/items/23037/thumbnail_1747159000.webp
en,23325-77,Heineken 0.0% Non Alcoholic Beer 330 ML × 6,Supermarket///Retail///Beverages,,,Heineken 0.0% Non Alcoholic Beer,47.5,47.5,piece,,996,7.13,https://go.farm.com.sa/public/uploads/items/23325/thumbnail_1747159000.webp
en,23635-37,Chios Gardens Lemonade Pink 1 L,Supermarket///Retail///Beverages,,,Chios Gardens Lemonade Pink,6.95,6.95,piece,,24,1.04,https://go.farm.com.sa/public/uploads/items/23635/thumbnail_1747159000.webp
en,23636-37,Chios Gardens Lemonade Mint 1 L,Supermarket///Retail///Beverages,,,Chios Gardens Lemonade Mint,6.95,6.95,piece,,19,1.04,https://go.farm.com.sa/public/uploads/items/23636/thumbnail_1747159000.webp
en,20115-1829,LIPTON ICE TEA ZERO SUGAR PEACH CAN 315 ML × 6,Supermarket///Retail///Beverages,,,LIPTON ICE TEA ZERO SUGAR PEACH CAN,16.5,16.5,piece,,252,2.48,https://go.farm.com.sa/public/uploads/items/20115/thumbnail_1747159257.webp
en,23744-3270,KINZA COLA CARBONATED DRINK 6*360ml,Supermarket///Retail///Beverages,,,KINZA COLA CARBONATED DRINK,16.5,16.5,piece,,332,2.48,https://go.farm.com.sa/public/uploads/items/23744/thumbnail_1747159000.webp
en,23745-3270,KINZA ORANGE CARBONATED DRINK 6*360ml,Supermarket///Retail///Beverages,,,KINZA ORANGE CARBONATED DRINK,16.5,16.5,piece,,96,2.48,https://go.farm.com.sa/public/uploads/items/23745/thumbnail_1747159000.webp
en,23746-3270,KINZA CITRUS CARBONATED DRINK 6*360ml,Supermarket///Retail///Beverages,,,KINZA CITRUS CARBONATED DRINK,16.5,16.5,piece,,104,2.48,https://go.farm.com.sa/public/uploads/items/23746/thumbnail_1747159000.webp
en,23747-3270,KINZA LEMON CARBONATED DRINK 6*360ml,Supermarket///Retail///Beverages,,,KINZA LEMON CARBONATED DRINK,16.5,16.5,piece,,130,2.48,https://go.farm.com.sa/public/uploads/items/23747/thumbnail_1747159000.webp
en,23868-468,AQUAANA NATURAL SPRING WATER 200 ML × 24,Supermarket///Retail///Beverages,,,AQUAANA NATURAL SPRING WATER,19.95,19.95,piece,,15,2.99,https://go.farm.com.sa/public/uploads/items/23868/thumbnail_1747159000.webp
en,23828-38,VIMTO FIZZY ZERO FRT 250 ML,Supermarket///Retail///Beverages,,,VIMTO FIZZY ZERO FRT,2.25,2.25,piece,,16,0.34,https://go.farm.com.sa/public/uploads/items/23828/thumbnail_1747159000.webp
en,23935-35,Rubicon Sparkling Mango 330 ML,Supermarket///Retail///Beverages,,,Rubicon Sparkling Mango,7.95,7.95,piece,,82,1.19,https://go.farm.com.sa/public/uploads/items/23935/thumbnail_1747159442.webp
en,23936-35,Rubicon Sparkling Guava 330 ML,Supermarket///Retail///Beverages,,,Rubicon Sparkling Guava,7.95,7.95,piece,,983,1.19,https://go.farm.com.sa/public/uploads/items/23936/thumbnail_1747159442.webp
en,23937-35,Rubicon Sparkling Lychee 330 ML,Supermarket///Retail///Beverages,,,Rubicon Sparkling Lychee,5.95,5.95,piece,,26,0.89,https://go.farm.com.sa/public/uploads/items/23937/thumbnail_1747159442.webp
en,23938-35,Rubicon Sparkling Passion 330 ML,Supermarket///Retail///Beverages,,,Rubicon Sparkling Passion,7.95,7.95,piece,,65,1.19,https://go.farm.com.sa/public/uploads/items/23938/thumbnail_1747159442.webp
en,23939-35,Rubicon Sparkling Pomegranate 330 ML,Supermarket///Retail///Beverages,,,Rubicon Sparkling Pomegranate,5.95,5.95,piece,,71,0.89,https://go.farm.com.sa/public/uploads/items/23939/thumbnail_1747159442.webp
en,23940-44,Rubicon Spring Strawberry & Kiwi 500 ML,Supermarket///Retail///Beverages,,,Rubicon Spring Strawberry & Kiwi,9.95,9.95,piece,,64,1.49,https://go.farm.com.sa/public/uploads/items/23940/thumbnail_1747159442.webp
en,23942-44,Rubicon Spring Pineapple & Passion 500 ML,Supermarket///Retail///Beverages,,,Rubicon Spring Pineapple & Passion,9.95,9.95,piece,,54,1.49,https://go.farm.com.sa/public/uploads/items/23942/thumbnail_1747159442.webp
en,23945-35,Rubicon Spring Orange & Mango 330 ML,Supermarket///Retail///Beverages,,,Rubicon Spring Orange & Mango,7.5,7.5,piece,,23,1.13,https://go.farm.com.sa/public/uploads/items/23945/thumbnail_1747159442.webp
en,23944-35,Rubicon Spring Black Cherry & Raspberry 330 ML,Supermarket///Retail///Beverages,,,Rubicon Spring Black Cherry & Raspberry,7.5,7.5,piece,,27,1.13,https://go.farm.com.sa/public/uploads/items/23944/thumbnail_1747159442.webp
en,23943-44,Rubicon Spring Orange & Mango 500 ML,Supermarket///Retail///Beverages,,,Rubicon Spring Orange & Mango,9.95,9.95,piece,,91,1.49,https://go.farm.com.sa/public/uploads/items/23943/thumbnail_1747159442.webp
en,1756-167,Dettol Cleaner Pine 1 PC,Home & Gardening///Home///Cleaning Products,,,Dettol Cleaner Pine,42.5,42.5,piece,,10000,6.38,https://go.farm.com.sa/public/uploads/items/1756/thumbnail_1747159105.webp
en,1756-267,Dettol Cleaner Pine 1.8 L,Home & Gardening///Home///Cleaning Products,,,Dettol Cleaner Pine,42.5,42.5,piece,,5,6.38,https://go.farm.com.sa/public/uploads/items/1756/thumbnail_1747159105.webp
en,11306-45,Glade Air Freshener Lavender 300 ML,Home & Gardening///Home///Cleaning Products,,,Glade Air Freshener Lavender,16.5,16.5,piece,,19,2.48,https://go.farm.com.sa/public/uploads/items/11306/thumbnail_1747159105.webp
en,11307-45,Glade Air Freshener Refreshing Raspberry 300 ML,Home & Gardening///Home///Cleaning Products,,,Glade Air Freshener Refreshing Raspberry,16.5,16.5,piece,,45,2.48,https://go.farm.com.sa/public/uploads/items/11307/thumbnail_1747159105.webp
en,24067-245,AL AJEEB SUPER GEL ACTIVE CLEANER 2 KG,Home & Gardening///Home///Cleaning Products,,,AL AJEEB SUPER GEL ACTIVE CLEANER,18.95,18.95,piece,,38,2.84,https://go.farm.com.sa/public/uploads/items/24067/thumbnail_1747159442.webp
en,23820-3258,ALMAHA FACIAL TISSUE 10*175s,Home & Gardening///Home///Cleaning Products,,,ALMAHA FACIAL TISSUE,29.95,29.95,piece,,17,4.49,https://go.farm.com.sa/public/uploads/items/23820/thumbnail_1747159000.webp
en,25233-2346,VILEDA RAINBOW SPONGE 10'S 1Pieces,Home & Gardening///Home///Cleaning Products,,,VILEDA RAINBOW SPONGE 10'S,11.5,11.5,piece,,25,1.73,https://go.farm.com.sa/public/uploads/items/25233/thumbnail_1747159442.webp
en,25218-167,SANITA PAPER CUPS BRUNO DOUBLE WALL 9 OZ 20*25'S 1 PC,Home & Gardening///Home///Cleaning Products,,,SANITA PAPER CUPS BRUNO DOUBLE WALL 9 OZ 20*25'S,8.95,8.95,piece,,123,1.34,https://go.farm.com.sa/public/uploads/items/25218/thumbnail_1747159442.webp
en,24808-3279,FARM GARBAGE BAG  50GAL BLACK TIE BAG ROLL 50 جالون *20كيس,Home & Gardening///Home///Cleaning Products,,,FARM GARBAGE BAG  50GAL BLACK TIE BAG ROLL,14.95,14.95,piece,,252,2.24,https://go.farm.com.sa/public/uploads/items/24808/thumbnail_1752997992.webp
en,24814-3280,FARM GARBAGE BAG 30GAL BLACK TIE BAG ROLL 30جالون *25كيس,Home & Gardening///Home///Cleaning Products,,,FARM GARBAGE BAG 30GAL BLACK TIE BAG ROLL,14.95,14.95,piece,,342,2.24,https://go.farm.com.sa/public/uploads/items/24814/thumbnail_1747159442.webp
en,24162-37,BRAVO DISHWASHING LIQUID LEMON 1 L,Home & Gardening///Home///Cleaning Products,,,BRAVO DISHWASHING LIQUID LEMON,14.95,14.95,piece,,25,2.24,https://go.farm.com.sa/public/uploads/items/24162/thumbnail_1747159442.webp
en,24163-37,BRAVO DISHWASHING LIQUID APPLE 1 L,Home & Gardening///Home///Cleaning Products,,,BRAVO DISHWASHING LIQUID APPLE,14.95,14.95,piece,,14,2.24,https://go.farm.com.sa/public/uploads/items/24163/thumbnail_1747159442.webp
en,26053-3284,JIF DISHWASHING LIQUID ANTI BACTERIAL MINT&LEMON SPECIAL PRICE 1275 غ,Home & Gardening///Home///Cleaning Products,,,JIF DISHWASHING LIQUID ANTI BACTERIAL MINT&LEMON SPECIAL PRICE,23.5,23.5,piece,,4,3.53,https://go.farm.com.sa/public/uploads/items/26053/thumbnail_1747159442.webp
en,25456-37,FAIRY PLUS DISHWASHING LIQUID LEMON 1 L,Home & Gardening///Home///Cleaning Products,,,FAIRY PLUS DISHWASHING LIQUID LEMON,19.95,19.95,piece,,49,2.99,https://go.farm.com.sa/public/uploads/items/25456/thumbnail_1747159442.webp
en,24397-3275,AL AJEEB LIQUID SUPER GEL PINE 1.2L,Home & Gardening///Home///Cleaning Products,,,AL AJEEB LIQUID SUPER GEL PINE,11.95,11.95,piece,,10,1.79,https://go.farm.com.sa/public/uploads/items/24397/thumbnail_1747159442.webp
en,25749-3281,BRAVO BLEACH 1GALLON,Home & Gardening///Home///Cleaning Products,,,BRAVO BLEACH,18.95,18.95,piece,,8,2.84,https://go.farm.com.sa/public/uploads/items/25749/thumbnail_1747159442.webp
en,26505-1128,GOLDEN TISSUE MEGA ROLL 350 M,Home & Gardening///Home///Cleaning Products,,,GOLDEN TISSUE MEGA ROLL,23.95,23.95,piece,,108,3.59,https://go.farm.com.sa/public/uploads/items/26505/thumbnail_1747159442.webp
en,28909-3306,FARM FACIAL TISSUE REFILL 5*200s,Home & Gardening///Home///Cleaning Products,,,FARM FACIAL TISSUE REFILL,19.95,19.95,piece,,14,2.99,https://go.farm.com.sa/public/uploads/items/28909/thumbnail_1747159442.webp
en,24108-1128,MAOG TISSUE MEGA ROLL 350 M,Home & Gardening///Home///Cleaning Products,,,MAOG TISSUE MEGA ROLL,24.95,24.95,piece,,115,3.74,https://go.farm.com.sa/public/uploads/items/24108/thumbnail_1747159442.webp
en,24807-3277,FARM GARBAGE BAG 55GAL BLACK TIE BAG ROLL 55 جالون*15 كيس,Home & Gardening///Home///Cleaning Products,,,FARM GARBAGE BAG 55GAL BLACK TIE BAG ROLL,14.95,14.95,piece,,341,2.24,https://go.farm.com.sa/public/uploads/items/24807/thumbnail_1747159442.webp
en,24246-2521,GENTO DISHWASHING LIQUID LEMON SPECIAL OFFER 1 L × 2,Home & Gardening///Home///Cleaning Products,,,GENTO DISHWASHING LIQUID LEMON SPECIAL OFFER,16.5,16.5,piece,,13,2.48,https://go.farm.com.sa/public/uploads/items/24246/thumbnail_1747159442.webp
en,24348-185,DIBAJ MAXI PAPER ROLL 600 G,Home & Gardening///Home///Cleaning Products,,,DIBAJ MAXI PAPER ROLL,13.95,13.95,piece,,66,2.09,https://go.farm.com.sa/public/uploads/items/24348/thumbnail_1747159442.webp
en,24194-37,WAFIR DISHWASHING LIQUID LEMON 1 L,Home & Gardening///Home///Cleaning Products,,,WAFIR DISHWASHING LIQUID LEMON,14.5,14.5,piece,,7,2.18,https://go.farm.com.sa/public/uploads/items/24194/thumbnail_1747159442.webp
en,17219-201,Maog Cleaning Sponge Gold Anti Bacterial 9 PC,Home & Gardening///Home///Cleaning Products,,,Maog Cleaning Sponge Gold Anti Bacterial,16.5,16.5,piece,,9,2.48,https://go.farm.com.sa/public/uploads/items/17219/thumbnail_1747159105.webp
en,16303-2512,Maog Scouring Pad With Sponge Long Piece,Home & Gardening///Home///Cleaning Products,,,Maog Scouring Pad With Sponge Long,5.25,5.25,piece,,5,0.79,https://go.farm.com.sa/public/uploads/items/16303/thumbnail_1747159257.webp
en,16333-2415,Maog Cleaning Cloth All Purpose 38Cm X 40 Cm  4 Pieces,Home & Gardening///Home///Cleaning Products,,,Maog Cleaning Cloth All Purpose 38Cm X 40 Cm ,13.95,13.95,piece,,5,2.09,https://go.farm.com.sa/public/uploads/items/16333/thumbnail_1747159257.webp
en,11145-167,Maog Hand Vacuum Cleaner Soft 1 PC,Home & Gardening///Home///Cleaning Products,,,Maog Hand Vacuum Cleaner Soft,27.95,27.95,piece,,35,4.19,https://go.farm.com.sa/public/uploads/items/11145/thumbnail_1747159257.webp
en,11126-223,Maog Scouring Pad With Sponge 5 PC,Home & Gardening///Home///Cleaning Products,,,Maog Scouring Pad With Sponge,5.95,5.95,piece,,151,0.89,https://go.farm.com.sa/public/uploads/items/11126/thumbnail_1747159257.webp
en,11112-223,Maog Scouring Pad Stainless Steel 5 PC,Home & Gardening///Home///Cleaning Products,,,Maog Scouring Pad Stainless Steel,16.5,16.5,piece,,76,2.48,https://go.farm.com.sa/public/uploads/items/11112/thumbnail_1747159257.webp
en,11110-375,Maog Sponges Rough Colored Non Scratch 2 PC,Home & Gardening///Home///Cleaning Products,,,Maog Sponges Rough Colored Non Scratch,10.95,10.95,piece,,53,1.64,https://go.farm.com.sa/public/uploads/items/11110/thumbnail_1747159257.webp
en,11095-167,Maog Scouring Pad Stainless Steel 1 PC,Home & Gardening///Home///Cleaning Products,,,Maog Scouring Pad Stainless Steel,3.25,3.25,piece,,113,0.49,https://go.farm.com.sa/public/uploads/items/11095/thumbnail_1747159257.webp
en,11093-191,Maog Golden Scouring Pad Stainless Steel 3 PC,Home & Gardening///Home///Cleaning Products,,,Maog Golden Scouring Pad Stainless Steel,16.95,16.95,piece,,26,2.54,https://go.farm.com.sa/public/uploads/items/11093/thumbnail_1747159257.webp
en,16318-2511,Maog Scouring Pad With Sponge Gold Anti Bacterial  9 Pieces,Home & Gardening///Home///Cleaning Products,,,Maog Scouring Pad With Sponge Gold Anti Bacterial ,21.95,21.95,piece,,29,3.29,https://go.farm.com.sa/public/uploads/items/16318/thumbnail_1747159257.webp
en,11146-167,Maog Hand Vacuum Cleaner Rough 1 PC,Home & Gardening///Home///Cleaning Products,,,Maog Hand Vacuum Cleaner Rough,27.95,27.95,piece,,17,4.19,https://go.farm.com.sa/public/uploads/items/11146/thumbnail_1747159257.webp
en,11143-1021,Maog Mop For Floors 45 CM,Home & Gardening///Home///Cleaning Products,,,Maog Mop For Floors,29.95,29.95,piece,,10,4.49,https://go.farm.com.sa/public/uploads/items/11143/thumbnail_1747159257.webp
en,11140-167,Maog Mop For Floors 1 PC,Home & Gardening///Home///Cleaning Products,,,Maog Mop For Floors,48.95,48.95,piece,,6,7.34,https://go.farm.com.sa/public/uploads/items/11140/thumbnail_1747159257.webp
en,11134-190,Maog Steel Scourer No Rust 4 PC,Home & Gardening///Home///Cleaning Products,,,Maog Steel Scourer No Rust,12.95,12.95,piece,,33,1.94,https://go.farm.com.sa/public/uploads/items/11134/thumbnail_1747159257.webp
en,11129-190,Maog Sponge Scourer 4 PC,Home & Gardening///Home///Cleaning Products,,,Maog Sponge Scourer,5.95,5.95,piece,,17,0.89,https://go.farm.com.sa/public/uploads/items/11129/thumbnail_1747159257.webp
en,11125-226,Maog Scouring Pad Gold With Sponge Anti Bacterial 12 PC,Home & Gardening///Home///Cleaning Products,,,Maog Scouring Pad Gold With Sponge Anti Bacterial,21.95,21.95,piece,,29,3.29,https://go.farm.com.sa/public/uploads/items/11125/thumbnail_1747159257.webp
en,11109-226,Maog Scouring Pad With Sponge Family Saving Pack 12 PC,Home & Gardening///Home///Cleaning Products,,,Maog Scouring Pad With Sponge Family Saving Pack,14.95,14.95,piece,,26,2.24,https://go.farm.com.sa/public/uploads/items/11109/thumbnail_1747159257.webp
en,11097-167,Maog Cleaning Kit Brush and Shovel 1 PC,Home & Gardening///Home///Cleaning Products,,,Maog Cleaning Kit Brush and Shovel,19.95,19.95,piece,,67,2.99,https://go.farm.com.sa/public/uploads/items/11097/thumbnail_1747159257.webp
en,11094-375,Maog Sponges Silver 2 PC,Home & Gardening///Home///Cleaning Products,,,Maog Sponges Silver,10.95,10.95,piece,,173,1.64,https://go.farm.com.sa/public/uploads/items/11094/thumbnail_1747159257.webp
en,1749-192,Maog Sponges Gold Anti Bacterial 6 PC,Home & Gardening///Home///Cleaning Products,,,Maog Sponges Gold Anti Bacterial,16.5,16.5,piece,,9,2.48,https://go.farm.com.sa/public/uploads/items/1749/thumbnail_1747159105.webp
en,1749-201,Maog Sponges Gold Anti Bacterial 9 PC,Home & Gardening///Home///Cleaning Products,,,Maog Sponges Gold Anti Bacterial,20.5,20.5,piece,,1000,3.08,https://go.farm.com.sa/public/uploads/items/1749/thumbnail_1747159105.webp
en,17874-167,Vileda Scouring Pad 1 PC,Home & Gardening///Home///Cleaning Products,,,Vileda Scouring Pad,5.95,5.95,piece,,341,0.89,https://go.farm.com.sa/public/uploads/items/17874/thumbnail_1747159442.webp
en,16384-2345,Arix Scouring Pad Stainless Steel  2 Pieces,Home & Gardening///Home///Cleaning Products,,,Arix Scouring Pad Stainless Steel ,10.5,10.5,piece,,93,1.58,https://go.farm.com.sa/public/uploads/items/16384/thumbnail_1747159257.webp
en,16304-2513,Camel Scouring Pad Stainless Steel  6 Pieces,Home & Gardening///Home///Cleaning Products,,,Camel Scouring Pad Stainless Steel ,8.95,8.95,piece,,95,1.34,https://go.farm.com.sa/public/uploads/items/16304/thumbnail_1747159257.webp
en,16334-2515,Vileda Wire Washing Stainless Steel  4+1 Free,Home & Gardening///Home///Cleaning Products,,,Vileda Wire Washing Stainless Steel ,16.95,16.95,piece,,177,2.54,https://go.farm.com.sa/public/uploads/items/16334/thumbnail_1747159257.webp
en,16308-2512,Arix Scouring Pad Scourer Piece,Home & Gardening///Home///Cleaning Products,,,Arix Scouring Pad Scourer,7.5,7.5,piece,,189,1.13,https://go.farm.com.sa/public/uploads/items/16308/thumbnail_1747159257.webp
en,17875-191,Vileda Cleaning Sponge Glitzi With Cleaning Crystal 3 PC,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Sponge Glitzi With Cleaning Crystal,12.95,12.95,piece,,31,1.94,https://go.farm.com.sa/public/uploads/items/17875/thumbnail_1747159442.webp
en,16335-2419,Vileda Cleaning Sponge  3 6+3 Free,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Sponge ,19.95,19.95,piece,,46,2.99,https://go.farm.com.sa/public/uploads/items/16335/thumbnail_1747159257.webp
en,16330-2415,Vileda Towels Microfiber Multi Purpose  4 Pieces,Home & Gardening///Home///Cleaning Products,,,Vileda Towels Microfiber Multi Purpose ,39.95,39.95,piece,,201,5.99,https://go.farm.com.sa/public/uploads/items/16330/thumbnail_1747159257.webp
en,16329-2345,Vileda Scrub Pad Stainless Steel  2 Pieces,Home & Gardening///Home///Cleaning Products,,,Vileda Scrub Pad Stainless Steel ,14.5,14.5,piece,,58,2.18,https://go.farm.com.sa/public/uploads/items/16329/thumbnail_1747159257.webp
en,16344-2518,Vileda Mop For Floors  42 CM,Home & Gardening///Home///Cleaning Products,,,Vileda Mop For Floors ,47.95,47.95,piece,,27,7.19,https://go.farm.com.sa/public/uploads/items/16344/thumbnail_1747159257.webp
en,16337-2516,Vileda Mop With Stick  35 CM,Home & Gardening///Home///Cleaning Products,,,Vileda Mop With Stick ,35.95,35.95,piece,,31,5.39,https://go.farm.com.sa/public/uploads/items/16337/thumbnail_1747159257.webp
en,16316-2512,Vileda Shovel With a Brush Piece,Home & Gardening///Home///Cleaning Products,,,Vileda Shovel With a Brush,24.95,24.95,piece,,53,3.74,https://go.farm.com.sa/public/uploads/items/16316/thumbnail_1747159257.webp
en,16291-2348,Vileda Cleaning Sponge  3 Pieces,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Sponge ,7.5,7.5,piece,,47,1.13,https://go.farm.com.sa/public/uploads/items/16291/thumbnail_1747159257.webp
en,16300-2512,Vileda Cleaning Sponge Glitzi Jumbo Piece,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Sponge Glitzi Jumbo,8.5,8.5,piece,,16,1.28,https://go.farm.com.sa/public/uploads/items/16300/thumbnail_1747159257.webp
en,16302-2512,Vileda Cleaning Kit Broom and Shovel Piece,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Kit Broom and Shovel,34.95,34.95,piece,,16,5.24,https://go.farm.com.sa/public/uploads/items/16302/thumbnail_1747159257.webp
en,11141-167,Vileda Cleaning Kit Broom and Shovel With Long Handle 1 PC,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Kit Broom and Shovel With Long Handle,53.95,53.95,piece,,67,8.09,https://go.farm.com.sa/public/uploads/items/11141/thumbnail_1747159257.webp
en,17879-167,Vileda Mop With Spray For Wet Cleaning of Floors 1 PC,Home & Gardening///Home///Cleaning Products,,,Vileda Mop With Spray For Wet Cleaning of Floors,123.95,123.95,piece,,18,18.59,https://go.farm.com.sa/public/uploads/items/17879/thumbnail_1747159442.webp
en,16343-2512,Vileda Cleaning Kit Microfiber Piece,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Kit Microfiber,247.95,247.95,piece,,15,37.19,https://go.farm.com.sa/public/uploads/items/16343/thumbnail_1747159257.webp
en,16325-2348,Vileda Cleaning Sponge With Cleaning Crystal  3 Pieces,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Sponge With Cleaning Crystal ,8.95,8.95,piece,,55,1.34,https://go.farm.com.sa/public/uploads/items/16325/thumbnail_1747159257.webp
en,16301-2512,Vileda Cleaning Sponge Glitzi Jumbo And Strong Piece,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Sponge Glitzi Jumbo And Strong,8.5,8.5,piece,,32,1.28,https://go.farm.com.sa/public/uploads/items/16301/thumbnail_1747159257.webp
en,16299-2345,Vileda Cleaning Sponge Glitzi With Cleaning Crystal  2 Pieces,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Sponge Glitzi With Cleaning Crystal ,8.95,8.95,piece,,25,1.34,https://go.farm.com.sa/public/uploads/items/16299/thumbnail_1747159257.webp
en,16295-2513,Vileda Cleaning Cloth Sponge Super Absorbent  6 Pieces,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Cloth Sponge Super Absorbent ,25.95,25.95,piece,,6,3.89,https://go.farm.com.sa/public/uploads/items/16295/thumbnail_1747159257.webp
en,16295-2514,Vileda Cleaning Cloth Sponge Super Absorbent  5 Pieces,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Cloth Sponge Super Absorbent ,25.95,25.95,piece,,10,3.89,https://go.farm.com.sa/public/uploads/items/16295/thumbnail_1747159257.webp
en,11137-1019,Vileda Mop 52 CM,Home & Gardening///Home///Cleaning Products,,,Vileda Mop,46.5,46.5,piece,,38,6.98,https://go.farm.com.sa/public/uploads/items/11137/thumbnail_1747159257.webp
en,11130-190,Vileda Cleaning Cloth Microfiber Colors Multi Purpose 4 PC,Home & Gardening///Home///Cleaning Products,,,Vileda Cleaning Cloth Microfiber Colors Multi Purpose,27.95,27.95,piece,,212,4.19,https://go.farm.com.sa/public/uploads/items/11130/thumbnail_1747159257.webp
en,10911-167,Vileda Toilet Cleaner High Quality Bristles 1 PC,Home & Gardening///Home///Cleaning Products,,,Vileda Toilet Cleaner High Quality Bristles,36.5,36.5,piece,,17,5.48,https://go.farm.com.sa/public/uploads/items/10911/thumbnail_1747159257.webp
en,18340-167,ARIX TONKITA MOP HEAD COTTON TWISTED 16 1 PC,Home & Gardening///Home///Cleaning Products,,,ARIX TONKITA MOP HEAD COTTON TWISTED 16,27.5,27.5,piece,,24,4.13,https://go.farm.com.sa/public/uploads/items/18340/thumbnail_1747159442.webp
en,18032-167,Collonil Shoe Polish Brown 1 PC,Home & Gardening///Home///Cleaning Products,,,Collonil Shoe Polish Brown,22.95,22.95,piece,,17,3.44,https://go.farm.com.sa/public/uploads/items/18032/thumbnail_1747159442.webp
en,16557-2583,Collonil Shoe Brushes Instant Brown   PC 1,Home & Gardening///Home///Cleaning Products,,,Collonil Shoe Brushes Instant Brown,19.95,19.95,piece,,25,2.99,https://go.farm.com.sa/public/uploads/items/16557/thumbnail_1747159257.webp
en,16558-2008,Collonil Shoe Polish Shoe Cream Black 50 ML,Home & Gardening///Home///Cleaning Products,,,Collonil Shoe Polish Shoe Cream Black,24.5,24.5,piece,,35,3.68,https://go.farm.com.sa/public/uploads/items/16558/thumbnail_1747159257.webp
en,16559-2008,Collonil Shoe Polish Caring Refreshing Waterproofing Brown Shoe Cream  50 ML,Home & Gardening///Home///Cleaning Products,,,Collonil Shoe Polish Caring Refreshing Waterproofing Brown Shoe Cream ,24.5,24.5,piece,,67,3.68,https://go.farm.com.sa/public/uploads/items/16559/thumbnail_1747159257.webp
en,16560-2022,Collonil Shoe Polish Neutral  100 ML,Home & Gardening///Home///Cleaning Products,,,Collonil Shoe Polish Neutral ,24.5,24.5,piece,,12,3.68,https://go.farm.com.sa/public/uploads/items/16560/thumbnail_1747159257.webp
en,16309-2345,Arix Cleaning Sponge Scourer  2 Pieces,Home & Gardening///Home///Cleaning Products,,,Arix Cleaning Sponge Scourer ,8.95,8.95,piece,,38,1.34,https://go.farm.com.sa/public/uploads/items/16309/thumbnail_1747159257.webp
en,11187-167,Collonil Shoe Polish Quick Shine Colourness 1 PC,Home & Gardening///Home///Cleaning Products,,,Collonil Shoe Polish Quick Shine Colourness,19.95,19.95,piece,,8,2.99,https://go.farm.com.sa/public/uploads/items/11187/thumbnail_1747159563.webp
en,11135-167,Arix Hand Vacuum Cleaner And Stick 1 PC,Home & Gardening///Home///Cleaning Products,,,Arix Hand Vacuum Cleaner And Stick,22.5,22.5,piece,,17,3.38,https://go.farm.com.sa/public/uploads/items/11135/thumbnail_1747159257.webp
en,11133-240,Orinex Cloth Non-Woven For Multiple Purposes 20 PC,Home & Gardening///Home///Cleaning Products,,,Orinex Cloth Non-Woven For Multiple Purposes,10.95,10.95,piece,,10,1.64,https://go.farm.com.sa/public/uploads/items/11133/thumbnail_1747159257.webp
